pmid,target_protocol_ids,queries_issued,candidate_urls,is_hit,hit_rank
30271992,121300,"[""protocols.io metabarcoding meiofauna benthic biodiversity assessment"", ""protocols.io morphology taxonomy meiofauna benthic invertebrate community"", ""protocols.io meiofauna DNA extraction 18S metabarcoding nematoda sediment"", ""protocols.io benthic invertebrate morphological identification taxonomy diversity""]","[""https://www.protocols.io/view/dna-extraction-protocol-for-dna-metabarcoding-of-m-bucjnsun"", ""https://www.protocols.io/view/stream-benthic-metabarcoding-lab-protocol-dn3f5gjn.html"", ""https://www.protocols.io/view/stream-benthic-metabarcoding-lab-protocol-draft-cyu4xwyw.html"", ""https://www.protocols.io/view/environmental-dna-edna-18s-metabarcoding-illumina-6qpvrydzgmkn/v2"", ""https://www.protocols.io/view/environmental-dna-edna-18s-metabarcoding-illumina-mv2c68e"", ""https://www.protocols.io/view/full-18s-metabarcoding-of-environmental-samples-of-dx4a7qse.html"", ""https://www.protocols.io/view/arms-mbon-18s-rrna-and-coi-gene-metabarcoding-scan-cyr7xv9n.html"", ""https://www.protocols.io/view/batch-extraction-of-morphological-and-color-metric-byt4pwqw"", ""https://www.protocols.io/view/stream-benthic-metabarcoding-lab-protocol-dn3f5gjn"", ""https://www.protocols.io/view/environmental-dna-edna-18s-metabarcoding-illumina-6qpvrydzgmkn""]",False,
39510801,162311|206474,"[""protocols.io RAW264.7 J774A.1 macrophage proteomics mass spectrometry bone marrow"", ""protocols.io macrophage cell line primary BMDM proteome comparison mass spectrometry"", ""protocols.io murine macrophage proteomics sample preparation RAW264.7 BMDM inflammation"", ""protocols.io macrophage mass spectrometry proteome LPS inflammation mouse cell line""]","[""https://www.protocols.io/view/mass-spectrometry-based-proteomic-exploration-of-d-c9bsz2ne"", ""https://www.protocols.io/view/dia-label-free-proteomic-analysis-of-murine-bone-m-bwfzfbp6"", ""https://www.protocols.io/view/bone-marrow-derived-macrophage-bmdm-differentiation-j8nlkw7bwl5r"", ""https://www.protocols.io/view/sample-preparation-protocol-for-proteomic-analysis-c9csz2we"", ""https://www.protocols.io/view/cell-culture-of-raw264-7-cells-cqtfvwjn"", ""https://www.protocols.io/view/bmdm-differentiation-from-mouse-bone-marrow-rm7vz8n96lx1"", ""https://www.protocols.io/view/murine-macrophage-cell-lysis-for-mass-spectrometry-bvt8n6rw"", ""https://www.protocols.io/view/bone-marrow-derived-macrophage-isolation-and-cultu-ewov14n1lgr"", ""https://www.protocols.io/view/macrophage-proteomics-sample-preparation-sp3-s-tra-bykfpucn"", ""https://www.protocols.io/view/j774a-1-macrophage-culture-and-lps-stimulation-protocol-6qpvr4n8pvmk""]",False,
21572423,121336,"[""protocols.io basement membrane invasion C. elegans vulval integrin remodeling"", ""protocols.io C. elegans anchor cell basement membrane breach protocol"", ""protocols.io C. elegans anchor cell invasion integrin basement membrane gap imaging protocol"", ""protocols.io C. elegans vulval invasion fluorescence microscopy RNAi screen integrin laminin"", ""site:protocols.io \""anchor cell\"" OR \""basement membrane\"" OR \""integrin\"" \""C. elegans\"" invasion""]",[],False,
24218132,239411,"[""protocols.io PCR optimization high GC content EGFR promoter SNP"", ""protocols.io EGFR promoter -216 -191 SNP genotyping PCR protocol"", ""protocols.io EGFR promoter PCR sequencing SNP genotyping GC rich"", ""protocols.io GC rich PCR DMSO betaine optimization promoter region sequencing""]","[""https://www.protocols.io/view/high-gc-content-pcr-261ge43rwv47/v1"", ""https://www.protocols.io/view/genotyping-of-a-candidate-variant-by-pcr-and-sange-rm7vzxp32gx1/v1"", ""https://www.protocols.io/view/taqman-snp-genotyping-protocol-q26g784d9lwz/v1"", ""https://www.protocols.io/view/pcr-protocol-for-taqman-reg-genotyping-assays-sfzebp6.html"", ""https://www.protocols.io/view/pcr-protocol-for-phusion-high-fidelity-dna-polymer-bdd3i28n"", ""https://www.protocols.io/view/pcr-protocol-for-phusion-high-fidelity-dna-polymer-irrcd56"", ""https://www.protocols.io/view/colony-pcr-protocol-for-thermo-scientific-phire-ho-yxmvmxomnl3p/v1"", ""https://www.protocols.io/view/dna-barcoding-standard-operating-protocol-plants-a-cmvcu62w.html"", ""https://dx.doi.org/10.17504/protocols.io.bprimm4e"", ""https://dx.doi.org/10.17504/protocols.io.irrcd56""]",False,
29256496,121971|121973|121974|121975,"[""STARR-seq enhancer screen human cells protocols.io"", ""STARR-seq interferon response ORI promoter artifact control protocol protocols.io"", ""protocols.io genome-wide STARR-seq human cells interferon ORI artifact plasmid library"", ""protocols.io \""STARR-seq\"" \""genome-wide\"" enhancer human""]","[""https://www.protocols.io/view/starr-seq-screening-protocol-j8nlk9jpwv5r/v1"", ""https://www.protocols.io/view/atac-starr-seq-b2nqqddw"", ""https://www.protocols.io/view/atac-starr-seq-5jyl89rorv2w/v1"", ""https://www.protocols.io/view/atac-starr-seq-rm7vz896rvx1/v2"", ""https://www.protocols.io/view/chip-starr-seq-protocol-14egnz35pg5d/v1"", ""https://www.protocols.io/view/whole-genome-starr-seq-whg-starr-seq-bpwempew"", ""https://www.protocols.io/view/capstarr-seq-bpq8mmzw"", ""https://www.protocols.io/view/umi-starr-seq-screening-protocol-bceciisw"", ""https://www.protocols.io/view/starr-seq-library-preparation-for-human-cells-bp2emqbe"", ""https://www.protocols.io/view/faire-starr-seq-bvb9n2r6""]",False,
33923007,20442,"[""protocols.io heavy metal contamination agricultural soils geochemical indices multivariate statistics"", ""protocols.io soil heavy metal land capability classification Abu Dhabi"", ""protocols.io soil sampling heavy metals geochemical analysis protocol UAE arid"", ""protocols.io \""soil sampling\"" \""heavy metals\"" \""pollution index\"" OR \""land capability\"" protocol""]",[],False,
33529123,35043,"[""sheep somatic cell nuclear transfer zona-free cloning embryo aggregation caffeine cytoplast activation protocols.io"", ""protocols.io sheep SCNT zona-free aggregation blastocyst development"", ""protocols.io sheep nuclear transfer caffeine activation embryo aggregation cloning efficiency"", ""protocols.io sheep SCNT handmade cloning zona-free aggregation caffeine MPF blastocyst offspring""]",[],False,
37237607,28876,"[""protocols.io zebrafish wound healing optical coherence tomography angiography"", ""protocols.io diabetic zebrafish cutaneous wound healing vascular remodeling OCT"", ""protocols.io adult zebrafish diabetic wound healing OCTA vascular tissue remodeling protocol"", ""protocols.io zebrafish cutaneous wound healing monitoring longitudinal imaging protocol""]",[],False,
41800616,200568,"[""protocols.io vtRNA vault RNA binding proteins antisense DNA pulldown UV crosslinking mass spectrometry"", ""protocols.io RNA pulldown antisense oligonucleotide UV crosslinking mass spectrometry lung epithelial"", ""protocols.io RAP-MS ChIRP-MS HyPR-MS antisense oligonucleotide RNA pulldown ncRNA interactome"", ""protocols.io vault RNA vtRNA small ncRNA protein interaction pulldown streptavidin biotinylated probe""]","[""https://www.protocols.io/view/rap-ms-rna-antisense-purification-coupled-to-mass-14egnz5q7v5d/v1"", ""https://www.protocols.io/view/chirp-ms-comprehensive-identification-of-rna-bind-6qpvr6n7bvmk/v1"", ""https://www.protocols.io/view/hypr-ms-hybridization-purification-of-rna-protein-j8nlk4p58l2r/v1"", ""https://www.protocols.io/view/uv-crosslinking-and-rna-pulldown-with-biotinylated-bp2l6b6e/v1"", ""https://www.protocols.io/view/uv-crosslinking-of-adherent-cells-for-eclip-81wgb19movpk/v1"", ""https://www.protocols.io/view/rna-protein-interaction-pulldown-using-antisense-d-yrq5vd6/v1"", ""https://www.protocols.io/view/uv-crosslinking-and-native-rna-pulldown-for-mass-s-ewov1n97lvr/v1"", ""https://www.protocols.io/view/streptavidin-pulldown-of-biotinylated-rna-protein-bvt8n6rw/v1"", ""https://www.protocols.io/view/chirp-seq-chromatin-isolation-by-rna-purification-xtufnwn/v1"", ""https://www.protocols.io/view/rna-centric-protein-identification-by-rap-ms-for-n-rm7vz3ze7lx1/v1""]",False,
35528780,28312|38526|49795|49797|51001,"[""protocols.io metatranscriptomics Microcystis harmful algal blooms bioinformatics"", ""protocols.io metatranscriptomic analysis cyanobacteria gene expression community composition tools comparison"", ""protocols.io metatranscriptomics pipeline tool comparison RNA-seq cyanobacteria HAB workflow"", ""protocols.io \""metatranscriptomics\"" \""harmful algal bloom\"" OR \""Microcystis\"" bioinformatics tools benchmark""]",[],False,
33996275,822,"[""protocols.io ultrafiltration iron chloride flocculation virus concentration wastewater metagenomics"", ""protocols.io viral DNA concentration wastewater ultrafiltration FeCl3 flocculation sequencing"", ""protocols.io aquatic virome ultrafiltration iron chloride flocculation wastewater environmental water"", ""protocols.io virome ultrafiltration tangential flow virus concentration purification DNase chloroform environmental water metagenomics""]","[""https://www.protocols.io/view/Iron-Chloride-Precipitation-of-Viruses-from-Seawat-c2wyfd"", ""https://www.protocols.io/view/resuspension-and-concentration-of-iron-chloride-pr-b4niqvce"", ""https://www.protocols.io/view/concentrating-viruses-by-tangential-flow-filtratio-bbagiibw"", ""https://www.protocols.io/view/concentration-and-nucleic-acid-extraction-of-virus-gzzhbx737"", ""https://www.protocols.io/view/concentration-and-nucleic-acid-extraction-of-virus-j8nlko1rwv5r"", ""https://www.protocols.io/view/Purifying-Viruses-Using-Sucrose-Cushion-261ge6xjl479/v1"", ""https://www.protocols.io/view/concentration-of-viruses-from-wastewater-influent-bi6jkhcn"", ""https://www.protocols.io/view/virus-concentration-from-wastewater-using-peg-prec-bx9ipr4e"", ""https://www.protocols.io/view/virus-purification-protocol-for-ehv-163-and-other-bcpvivn6""]",True,1
32488088,121164,"[""FIB SEM serial cross-sections chromatin fiber metaphase chromosomes protocol protocols.io"", ""protocols.io FIB-SEM chromatin organization human chromosomes ultrastructure"", ""protocols.io FIB SEM metaphase chromosome chromatin fiber serial section sample preparation"", ""protocols.io \""chromosome\"" \""FIB\"" OR \""focused ion beam\"" \""chromatin\"" site:protocols.io""]","[""https://www.protocols.io/view/fib-sem-serial-cross-sectioning-of-human-metaphase-chromosomes-chromatin-fiber-organization"", ""https://www.protocols.io/view/integrated-workflow-for-chromatin-architecture-analysis-in-rare-thymic-cells-using-focused-ion-beam-scanning-electron-microscopy"", ""https://www.protocols.io/view/fib-sem-cross-sectioning-of-metaphase-chromosomes-for-chromatin-fiber-diameter-analysis"", ""https://www.protocols.io/view/isolation-and-fib-sem-imaging-of-human-metaphase-chromosomes-polyamine-ionic-liquid-method"", ""https://www.protocols.io/view/fib-sem-protocol-for-anaerobic-ciliates-to-visuali-kqdg356kev25/v1"", ""https://www.protocols.io/view/chromosome-isolation-for-electron-microscopy-chromatin-ultrastructure"", ""https://www.protocols.io/view/platinum-coating-and-fib-sem-serial-sectioning-of-isolated-chromosomes"", ""https://www.protocols.io/view/preparation-of-metaphase-chromosomes-for-fib-sem-ultrastructural-analysis"", ""https://www.protocols.io/view/serial-block-face-sem-of-human-chromosomes-chromatin-fiber-3d-reconstruction"", ""https://www.protocols.io/view/focused-ion-beam-scanning-electron-microscopy-of-mitotic-chromosomes-inner-structure""]",False,
39664262,38081,"[""protocols.io marine phytoplankton isolation long-read sequencing rRNA"", ""protocols.io phytoplankton strain isolation genetic characterization 18S rRNA nanopore"", ""protocols.io phytoplankton isolation culture single cell dilution marine microalgae"", ""protocols.io \""18S rRNA\"" OR \""28S rRNA\"" phytoplankton DNA extraction long-read amplicon sequencing reference database""]","[""https://www.protocols.io/view/dna-extraction-protocol-for-dna-metabarcoding-of-m-bucjnsun"", ""https://www.protocols.io/view/18s-rrna-gene-metabarcoding-library-prep-dual-pcr-deun3eve"", ""https://www.protocols.io/view/fuhrman-lab-515f-926r-16s-and-18s-rrna-gene-sequen-j8nlkpd1g5r7/v2"", ""https://www.protocols.io/view/18s-v4-rrna-amplification-from-total-genomic-dna-f-bkikkucw"", ""https://www.protocols.io/view/mba-dtol-dna-barcoding-of-macroalgae-and-marine-pr-c4kbyusn"", ""https://www.protocols.io/view/cell-sorting-of-marine-heterotrophic-flagellates-f-ywpfxdn"", ""https://www.protocols.io/view/co-cultivation-protocol-for-porosira-glacialis-dia-g3rdbym27"", ""https://www.protocols.io/view/ultra-long-read-sequencing-protocol-for-oxford-nan-5qpvodxxg4o1/v1"", ""https://www.protocols.io/view/ultra-long-read-sequencing-protocol-for-rad004-mrxc57n"", ""https://www.protocols.io/view/biofilm-dna-metabarcoding-protocol-j8nlk8em6l5r/v1""]",False,
28877184,7166,"[""RT-qPCR gene expression bacterial mammalian RNA International Space Station microgravity protocol protocols.io"", ""site:protocols.io real-time RT-qPCR ISS space station RNA microgravity"", ""protocols.io WetLab-2 NASA ISS RNA isolation RT-qPCR microgravity protocol"", ""protocols.io RT-qPCR gene expression E. coli mouse liver spaceflight RNA""]","[""https://www.protocols.io/view/wetlab-2-rt-qpcr-procedure-i86chze"", ""https://www.protocols.io/view/wetlab-2-preparation-of-lyophilized-reagents-i87chzn"", ""https://www.protocols.io/view/gene-expression-analysis-by-rt-qpcr-6qpvrwqd2lmk/v1/v1"", ""https://www.protocols.io/view/gene-expression-analysis-by-rt-qpcr-hcrwb2v7f.html"", ""https://www.protocols.io/view/rna-isolation-and-qrt-pcr-4r3l22r9pl1y/v1"", ""https://www.protocols.io/view/real-time-quantitative-pcr-qpcr-qt6dwre"", ""https://www.protocols.io/view/real-time-rt-pcr-36wgqo23lk57/v1"", ""https://www.protocols.io/view/rna-extraction-and-rt-qpcr-b5wmq7c6.html"", ""https://www.protocols.io/view/quantitative-real-time-rt-pcr-assay-applying-calib-261ge7kov479/v1"", ""https://www.protocols.io/view/protocol-quantitative-real-time-pcr-qrt-pcr-3k-snc-hcieb2ubf.html""]",True,1
