pmid,target_protocol_ids,queries_issued,candidate_urls,is_hit,hit_rank
42367214,217486,"[""protocols.io RNAscope FISH immunohistochemistry combined mRNA protein brain neurons"", ""protocols.io ACDBio RNAscope fluorescent in situ hybridization IHC murine brain tissue"", ""protocols.io RNAscope FISH IHC combined neuronal subpopulations FIJI ImageJ macro colocalization brain"", ""protocols.io RNAscope immunohistochemistry combined mRNA protein neuronal subtype colocalization murine brain FISH IHC single cell""]","[""https://www.protocols.io/view/fluorescent-in-situ-hybridization-fish-rnascope-in-36wgq4nq5vk5/v2"", ""https://www.protocols.io/view/fluorescence-in-situ-hybridization-fish-rnascope-i-bq2imyce"", ""https://www.protocols.io/view/fluorescence-in-situ-hybridization-fish-rnascope-i-36wgq4nq5vk5/v1"", ""https://www.protocols.io/view/v2-rnascope-in-situ-hybridization-c66kzhcw.html"", ""https://www.protocols.io/view/v2-rnascope-in-situ-hybridization-bp2l6xey1lqe/v1"", ""https://www.protocols.io/view/rna-in-situ-hybridization-ish-using-rnascope-dydu7s6w.html"", ""https://www.protocols.io/view/rnascope-in-situ-hybridization-ish-multiplex-fluor-b4bzqsp6.html"", ""https://www.protocols.io/view/fresh-frozen-rnascope-protocol-36wgqp83kvk5/v1"", ""https://www.protocols.io/view/hcr-fish-on-mouse-brain-sections-hrt2b56qf"", ""https://www.protocols.io/view/dot-measuring-co-localisation-fiji-macro-byp6pvre""]",False,
36217031,28026,"[""large serine recombinase LSR Bxb1 PhiC31 human cells integration protocol protocols.io"", ""protocols.io site-specific recombinase landing pad genome integration human cells"", ""protocols.io Bxb1 integrase recombinase human cells transfection protocol"", ""protocols.io large serine recombinase attB attP integration mammalian cells"", ""protocols.io \""serine integrase\"" OR \""recombinase\"" \""landing pad\"" OR \""genome integration\"" site:protocols.io""]","[""https://www.protocols.io/view/protocol-for-assembly-of-a-serine-integrase-based-c6rwzd7e.html"", ""https://www.protocols.io/view/molecular-analyses-c6rzzd76.pdf"", ""https://www.protocols.io/view/protocol-for-assembly-of-a-serine-integrase-based-c6ryzd7w.html"", ""https://www.protocols.io/view/protocol-for-assembly-of-a-serine-integrase-based-c6rxzd7n.html"", ""https://www.protocols.io/view/library-transfection-dm6gpzjj1lzp/v1/v1"", ""https://www.protocols.io/view/culture-and-transfection-of-hek293t-cells-eq2lynkzpvx9/v1"", ""https://www.protocols.io/view/cell-culture-transfection-immunocytochemistry-and-eq2lyp55mlx9/v1"", ""https://www.protocols.io/view/general-transfection-4xqgxmw.pdf"", ""https://www.protocols.io/view/transfection-for-recombinant-antibodies-q26g741oqgwz/v1"", ""https://www.protocols.io/view/optimized-transfection-protocol-for-efficient-em-i-kxygxwxnwv8j/v1/v1""]",False,
30397333,122011|122015|122022|122026|122028|122029,"[""protocols.io parasitic nematode platyhelminth comparative genomics worm genome"", ""protocols.io 81 worm genomes parasitic nematode flatworm drug targets"", ""protocols.io International Helminth Genomes Consortium comparative genomics OrthoFinder gene family"", ""protocols.io helminth genome sequencing assembly annotation worm parasite site:protocols.io""]","[""https://www.protocols.io/view/genomic-and-transcriptomic-data-production-for-hel-x54v9rnxpv3e/v1"", ""https://www.protocols.io/view/creation-of-a-comprehensive-repeat-library-for-a-n-8epv52q8dv1b/v1"", ""https://www.protocols.io/workspaces/international-helminth-genomes-consortium"", ""https://www.protocols.io/view/gene-prediction-and-annotation-for-parasitic-worm-x54v9y3npv3e/v1"", ""https://www.protocols.io/view/ortholog-gene-family-analysis-for-helminths-x54v9mnxpv3e/v1"", ""https://www.protocols.io/view/in-silico-drug-target-screening-parasitic-worms-x54v9lnxpv3e/v1"", ""https://www.protocols.io/view/phylogenomics-pipeline-for-parasitic-worm-genomes-x54v9knxpv3e/v1"", ""https://www.protocols.io/view/rna-seq-data-production-for-helminths-x54v9rnxpv3e/v1"", ""https://www.protocols.io/view/repeat-masking-for-nematode-and-platyhelminth-geno-8epv52q8dv1b/v1"", ""https://www.protocols.io/view/busco-quality-assessment-helminth-genome-assembly-x54v9pnxpv3e/v1""]",True,1
29269866,121966,"[""protocols.io epigenome-wide association EWAS DNA methylation HIV HCV drug use"", ""protocols.io EPIC array whole blood DNA methylation bisulfite protocol"", ""protocols.io Illumina 450K methylation array blood DNA extraction bisulfite EWAS"", ""protocols.io VACS Veterans Aging Cohort Study DNA methylation epigenome"", ""protocols.io DNA methylation 450K HumanMethylation whole blood buffy coat bisulfite conversion Illumina Infinium""]","[""https://www.protocols.io/view/infinium-methylation-epic-array-protocol-bpqfmmtn"", ""https://www.protocols.io/view/illumina-human-methylation-450k-beadchip-protocol-n2bvj6n"", ""https://www.protocols.io/view/sinai-scent-tmc-methylation-array-epic-81wgbzqyygpk/v2"", ""https://www.protocols.io/view/sinai-scent-tmc-methylation-array-epic-dpzc5p2w"", ""https://www.protocols.io/view/dna-bisulfite-conversion-using-zymo-ez-96-dna-meth-g3f5byjq7"", ""https://www.protocols.io/view/dna-extraction-from-whole-blood-using-qiagen-gentr-bpvfmn3n"", ""https://www.protocols.io/view/bisulfite-conversion-of-dna-for-methylation-analys-bscfabn"", ""https://www.protocols.io/view/ewas-data-analysis-pipeline-for-illumina-humanmeth-bppdmim6"", ""https://www.protocols.io/view/differential-methylation-analysis-using-minfi-and-9yih7ue"", ""https://www.protocols.io/view/dna-methylation-profiling-from-blood-samples-using-brkfm4tn""]",False,
21702933,121131,"[""lymphatic ring assay protocol protocols.io"", ""lymphangiogenesis corneal assay lymphatic ring assay protocols.io"", ""protocols.io lymphatic ring assay thoracic duct 3D collagen lymphangiogenesis in vitro""]","[""https://www.protocols.io/view/the-lymphatic-ring-assay-a-3d-culture-model-of-lym-q26g7mj18gwz/v1"", ""https://www.protocols.io/view/lymphatic-ring-assay-lymphangiogenesis-in-vitro-model"", ""https://www.protocols.io/view/corneal-lymphangiogenesis-assay-mouse-model"", ""https://www.protocols.io/view/transmission-electron-microscopy-tem-for-vascular-endothelial-cells"", ""https://www.protocols.io/view/ex-vivo-thoracic-duct-ring-sprouting-assay"", ""https://www.protocols.io/view/in-vivo-corneal-micropocket-lymphangiogenesis-assay"", ""https://www.protocols.io/view/lymphatic-endothelial-cell-isolation-culture"", ""https://www.protocols.io/view/lymphangioma-mouse-model-lymphangiogenesis"", ""https://www.protocols.io/view/3d-collagen-gel-sprouting-assay-lymphatic"", ""https://www.protocols.io/view/extracellular-matrix-remodeling-lymphangiogenesis-assay""]",True,1
36951106,121325,"[""protocols.io aminoacyl-tRNA synthetase D-amino acid charging editing deacylase"", ""protocols.io AlaRS tRNA aminoacylation in vitro biochemical protocol"", ""protocols.io DTD D-aminoacyl-tRNA deacylase aminoacylation assay chiral proofreading"", ""protocols.io tRNA aminoacylation radioactive ATP pyrophosphate exchange assay protocol"", ""protocols.io site:protocols.io \""tRNA\"" \""aminoacylation\"" OR \""deacylase\"" OR \""tRNA synthetase\"" chiral""]","[""https://www.protocols.io/view/trna-northern-analysis-3byl4wy1ovo5/v1"", ""https://www.protocols.io/view/in-vitro-aminoacylation-assay-for-aminoacyl-trna-s"", ""https://www.protocols.io/view/atp-ppi-exchange-assay-aminoacyl-trna-synthetase"", ""https://www.protocols.io/view/d-aminoacyl-trna-deacylase-activity-assay"", ""https://www.protocols.io/view/post-transfer-editing-assay-trna-synthetase"", ""https://www.protocols.io/view/radioactive-aminoacylation-assay-trna"", ""https://www.protocols.io/view/trna-charging-assay-filter-binding"", ""https://www.protocols.io/view/in-vitro-transcription-trna-preparation"", ""https://www.protocols.io/view/e-coli-growth-complementation-assay-trna-synthetase"", ""https://www.protocols.io/view/protein-purification-his-tag-affinity-chromatography""]",False,
42391002,258601,"[""MATQ-seq Bacteroides thetaiotaomicron single-cell RNA sequencing protocol protocols.io"", ""Bornet Bacteroides thetaiotaomicron scRNA-seq FACS MATQ-seq Cas9 depletion protocols.io"", ""Bornet Bacteroidota anaerobic single-cell RNA sequencing MATQ-seq protocols.io 2024 2025"", ""protocols.io Homberger automated MATQ-seq Cas9 rRNA depletion bacterial scRNA-seq""]","[""https://www.protocols.io/view/matq-seq-protocol-j8nlk9jn5v5r/v1"", ""https://www.protocols.io/view/bacterial-single-cell-rna-seq-matq-seq-with-cas9-b-dm6gpzro8lzp/v1"", ""https://www.protocols.io/view/single-cell-rna-seq-dm6gpzro8lzp/v1"", ""https://www.protocols.io/view/improved-bacterial-single-cell-rna-seq-automated-m-81wgbx39jvpk/v1"", ""https://www.protocols.io/view/cas9-based-rrna-depletion-for-bacterial-scrna-seq-bp2l64m85lqe/v1"", ""https://www.protocols.io/view/bacterial-scrna-seq-facs-lysis-cdna-library-prep-b-kqdg35b9wl25/v1"", ""https://www.protocols.io/view/matq-seq-bacterial-scrna-seq-anaerobic-bacteroidota-cx2dqan5/v1"", ""https://www.protocols.io/view/fluorescence-activated-cell-sorting-facs-for-singl-ewov1n7q/v1"", ""https://www.protocols.io/view/single-cell-rna-sequencing-library-preparation-2-l-36wgq4n3kvk5/v1"", ""https://www.protocols.io/view/dash-depletion-of-abundant-sequences-by-hybridizat-bc5ciy6w/v1""]",False,
35243422,47595,"[""protocols.io metastatic breast cancer serial biopsy omic spatial atlas OMS"", ""protocols.io multiplexed immunostaining scanning electron microscopy breast cancer biopsy longitudinal"", ""protocols.io Brett Johnson Joe Gray OMS atlas breast cancer OHSU"", ""protocols.io \""omic and multidimensional spatial\"" OR \""OMS atlas\"" breast cancer biopsy protocol"", ""protocols.io \""OMS Atlas\"" Brett Johnson site:protocols.io""]","[""https://www.protocols.io/view/oms-atlas-ffpe-spatial-mapping-cnmvvc66"", ""https://dx.doi.org/10.17504/protocols.io.8epv56ppjg1b/v6"", ""https://www.protocols.io/view/oms-atlas-ffpe-spatial-mapping-8epv56ppjg1b/v1"", ""https://dx.doi.org/10.17504/protocols.io.8epv5xy24g1b/v1"", ""https://dx.doi.org/10.17504/protocols.io.261ge677dl47/v4"", ""https://www.protocols.io/view/oms-atlas-oct-spatial-mapping-c9tvz6n6"", ""https://www.protocols.io/view/oms-atlas-oct-spatial-mapping-cfu7tnzn"", ""https://www.protocols.io/workspaces/gray-lab"", ""https://www.protocols.io/researchers/brett-johnson"", ""https://www.protocols.io/view/multiplexed-immunostaining-ffpe-tissue-sections-bp2l647n""]",False,
39359233,237191,"[""protocols.io 3D skin model in vitro toxicology testing protocol"", ""protocols.io reconstructed human epidermis skin model toxicology"", ""protocols.io 3D skin model keratinocytes fibroblasts air-liquid interface toxicology site:protocols.io"", ""protocols.io in vitro 3D skin model toxicology reconstructed human epidermis""]","[""https://www.protocols.io/view/reconstructed-human-epidermis-rhe-skin-irritation-n2bvj6n85lk5/v1"", ""https://www.protocols.io/view/3d-full-thickness-skin-equivalent-model-collagen-i-bp2l6xo7rgqe/v1"", ""https://www.protocols.io/view/in-vitro-skin-corrosion-test-epiderm-oecd-tg-431-eq2ly7xz5vx9/v1"", ""https://www.protocols.io/view/skin-irritation-test-using-reconstructed-human-epi-bqbamsue/v1"", ""https://www.protocols.io/view/epiderm-skin-irritation-mattek-epi-200-sit-protocol-bqcamsue/v1"", ""https://www.protocols.io/view/3d-skin-model-air-liquid-interface-keratinocyte-fi-dm6gpzr6/v1"", ""https://www.protocols.io/view/human-skin-equivalent-hse-preparation-multicell-3d-n2bvj6n85lk5/v1"", ""https://www.protocols.io/view/reconstructed-skin-micronucleus-rsmn-assay-epiderm-bvrun55e/v1"", ""https://www.protocols.io/view/comet-assay-3d-reconstructed-human-epidermis-skin-bqeamtee/v1"", ""https://www.protocols.io/view/open-source-skin-model-alexandra-fabrication-toxi-b4p6qsrn/v1""]",False,
30462808,24110,"[""protocols.io TBARS lipid peroxidation oxidative stress redox profile protocol"", ""protocols.io GSH GSSG glutathione catalase oxidative stress protocol blood"", ""protocols.io protein carbonylation FOX assay TBARS catalase blood plasma oxidative stress thyroid"", ""protocols.io subclinical hyperthyroidism redox oxidative stress thyroidectomy LT4""]","[""https://www.protocols.io/view/thiobarbituric-acid-reactive-substances-tbars-assa-3sngnde"", ""https://www.protocols.io/view/lipid-peroxidation-assessment-q26g7rz43vwz/v1"", ""https://www.protocols.io/view/determination-of-total-glutathione-gsh-and-oxidize-i35cgq6"", ""https://www.protocols.io/view/antioxidant-activity-by-reduced-glutathione-gsh-as-btaynifw"", ""https://www.protocols.io/view/integrated-protocol-for-ros-rns-glutathione-enzyme-hf4tb3qwp.html"", ""https://www.protocols.io/view/lipid-peroxidation-lpx-assay-for-zooplankton-homog-m4vc8w6"", ""https://www.protocols.io/view/flow-cytometry-measurements-of-lipid-peroxidation-dm6gp92x1vzp/v1""]",True,1
33350435,281914,"[""protocols.io hepatic stellate cell isolation Nycodenz mouse liver"", ""protocols.io HSC isolation culture quiescent hepatic stellate cells"", ""protocols.io hepatic stellate cell isolation mouse Nycodenz density gradient Oil Red O qRT-PCR"", ""protocols.io \""hepatic stellate\"" isolation culture vitamin A DMEM serum-free""]","[""https://www.protocols.io/view/isolation-of-hepatic-stellate-cells-from-mouse-liv-bp2l647e"", ""https://www.protocols.io/view/mouse-hepatic-stellate-cell-isolation-and-culture-6qpvr4n7bvmk"", ""https://www.protocols.io/view/hepatic-stellate-cell-isolation-using-nycodenz-den-j8nlkwk9xl5r"", ""https://www.protocols.io/view/isolation-of-primary-mouse-hepatic-stellate-cells-bvt8n6rw"", ""https://www.protocols.io/view/isolation-and-culture-of-primary-mouse-hepatic-ste-bc4hiyw6"", ""https://www.protocols.io/view/murine-hepatic-stellate-cell-isolation-nycodenz-gr-8epv5xn45l1b"", ""https://www.protocols.io/view/isolation-of-hepatic-stellate-cells-from-balb-c-mi-yxmvmm3n"", ""https://www.protocols.io/view/primary-hepatic-stellate-cell-isolation-oil-red-o-q26g7yb7kgwz"", ""https://www.protocols.io/view/hepatic-stellate-cell-quiescence-maintenance-serum-ewov14o87gr4"", ""https://www.protocols.io/view/flow-cytometry-purity-assessment-hepatic-stellate-n92ldmzq7l5b""]",False,
30271992,121300,"[""Leasi meiofauna metabarcoding biodiversity protocols.io"", ""meiofauna metabarcoding environmental DNA protocol protocols.io"", ""protocols.io meiofauna benthic invertebrate DNA extraction COI 18S metabarcoding"", ""protocols.io Leasi meiofauna morphology barcoding metabarcoding biodiversity""]","[""https://www.protocols.io/view/environmental-dna-edna-18s-metabarcoding-illumina-6qpvrydzgmkn/v2"", ""https://www.protocols.io/view/environmental-dna-edna-18s-metabarcoding-illumina-mv2c68e"", ""https://www.protocols.io/view/dna-extraction-protocol-for-dna-metabarcoding-of-m-bucjnsun"", ""https://www.protocols.io/view/stream-benthic-metabarcoding-lab-protocol-dn3f5gjn"", ""https://www.protocols.io/view/environmental-dna-metabarcoding-full-pipeline-coll-dfyj3pun"", ""https://www.protocols.io/view/stream-benthic-metabarcoding-lab-protocol-draft-cyu4xwyw"", ""https://www.protocols.io/view/environmental-dna-edna-12s-metabarcoding-illumina-bcppivmn"", ""https://www.protocols.io/view/environmental-dna-edna-12s-metabarcoding-illumina-wxxffpn"", ""https://www.protocols.io/view/universal-plant-and-animal-edna-metabarcoding-usin-hca5b2sg7"", ""https://www.protocols.io/view/environmental-dna-metabarcoding-protocol-for-973h9qn""]",False,
39510801,162311|206474,"[""protocols.io macrophage BMDM proteomics mass spectrometry sample preparation"", ""protocols.io bone marrow derived macrophage differentiation protocol"", ""protocols.io iBMDM J774 RAW264.7 macrophage proteomics DIA label-free S-Trap"", ""protocols.io murine macrophage cell line characterization MSR1 J2 virus immortalization"", ""protocols.io DIA label-free BMDM macrophage proteomics S-Trap Howden Baker Brenes Dundee""]","[""https://www.protocols.io/view/dia-label-free-proteomic-analysis-of-murine-bone-m-bz3ep8mw"", ""https://www.protocols.io/view/s-trap-column-digestion-protocol-protifi-of-protei-yxmvmn6q9g3p/v1"", ""https://www.protocols.io/view/s-trap-plate-digestion-protocol-protifi-of-protein-kxygxzd2zv8j/v1"", ""https://www.protocols.io/view/s-trap-plate-digestion-protocol-protifi-of-protein-5jyl82mndl2w/v1"", ""https://www.protocols.io/view/label-free-quantification-lfq-proteomic-data-analy-5qpvobk7xl4o/v2"", ""https://www.protocols.io/view/bone-marrow-derived-macrophage-bmdm-differentiatio-j8nlkw7bwl5r/v1"", ""https://www.protocols.io/view/l929-conditioned-medium-lcm-g8njbzvcp.html"", ""https://www.protocols.io/view/differentiation-of-bone-marrow-derived-macrophages-81wgbr2e3lpk/v1"", ""https://www.protocols.io/view/cell-culture-of-j774a-1-cells-q26g7ye1qgwz/v1"", ""https://www.protocols.io/view/cell-culture-of-raw264-7-cells-q26g7ynbqgwz/v1""]",False,
21572423,121336,"[""protocols.io basement membrane sliding laminin collagen photobleaching C. elegans"", ""protocols.io C. elegans basement membrane invasion vulval photobleaching optical highlighting"", ""protocols.io C. elegans anchor cell invasion RNAi laser ablation basement membrane integrin VAB-19"", ""protocols.io C. elegans live imaging basement membrane gap vulval invasion Bhatt Bhatt lab Sherwood""]","[""https://www.protocols.io/view/fluorescence-recovery-after-photobleaching-frap-in-kxygxp9ewl8j/v1"", ""https://www.protocols.io/view/bleach-synchronisation-of-c-elegans-2bzgap6"", ""https://www.protocols.io/view/immunofluorescence-for-c-elegans-gonads-xrgfm3w"", ""https://www.protocols.io/view/c-elegans-rnai-by-feeding-protocol-j8nlk4po1l5r/v1"", ""https://www.protocols.io/view/laser-ablation-in-c-elegans-ewov14n94lr2/v1"", ""https://www.protocols.io/view/c-elegans-live-imaging-confocal-microscopy-x5xfq7n/v1"", ""https://www.protocols.io/view/c-elegans-mounting-for-live-fluorescence-imaging-bphjmj4n/v1"", ""https://www.protocols.io/view/c-elegans-synchronization-and-staging-ynhftt6/v1"", ""https://www.protocols.io/view/photoactivation-and-photobleaching-in-c-elegans-bp2l6b7x5gqe/v1"", ""https://www.protocols.io/view/disease-model-screen-protocol-bp2l6b7x5gqe/v1""]",False,
24218132,239411,"[""protocols.io PCR optimization GC-rich EGFR promoter SNP"", ""protocols.io PCR GC-rich template optimization protocol"", ""protocols.io EGFR promoter PCR SNP -216 -191 GC-rich optimization"", ""protocols.io PCR optimization GC-rich promoter betaine DMSO touchdown""]","[""https://www.protocols.io/view/pcr-protocol-for-phusion-high-fidelity-dna-polymer-bdd3i28n"", ""https://www.protocols.io/view/pcr-protocol-for-phusion-high-fidelity-dna-polymer-irrcd56"", ""https://www.protocols.io/view/pcr-using-q5-hot-start-high-fidelity-dna-polymeras-bfknjkve"", ""https://www.protocols.io/view/PCR-Using-Q5-Hot-Start-High-Fidelity-DNA-Polymeras-imsunm"", ""https://www.protocols.io/view/PCR-Protocol-for-OneTaq-DNA-Polymerase-M0480-imsvzv"", ""https://www.protocols.io/view/pcr-protocol-for-taq-dna-polymerase-with-thermopol-bd2wi8fe"", ""https://www.protocols.io/view/PCR-with-Taq-DNA-Polymerase-M0273-imst9m"", ""https://www.protocols.io/view/colony-pcr-protocol-for-thermo-scientific-phire-ho-yxmvmxomnl3p/v1/1000"", ""https://www.protocols.io/view/first-strand-cdna-synthesis-thermoscientific-rever-ze3f3gn"", ""https://www.protocols.io/view/optimized-pcr-with-sequence-specific-primers-pcr-s-rm7vzj86plx1""]",False,
29256496,121971|121973|121974|121975,"[""STARR-seq human cells HeLa ORI core promoter interferon protocols.io"", ""protocols.io STARR-seq enhancer screen human genome episomal"", ""protocols.io \""STARR-seq\"" \""HeLa\"" OR \""ORI\"" OR \""interferon\"" genome-wide human enhancer"", ""protocols.io \""UMI-STARR-seq\"" OR \""WHG-STARR-seq\"" OR \""genome-wide STARR-seq\"" human luciferase plasmid library cloning""]","[""https://www.protocols.io/view/starr-seq-screening-protocol-j8nlk9jpwv5r/v1"", ""https://www.protocols.io/view/atac-starr-seq-5jyl89rorv2w/v1"", ""https://www.protocols.io/view/atac-starr-seq-b2nqqddw.html"", ""https://www.protocols.io/view/umi-starr-seq-screening-protocol-bzubp7an"", ""https://www.protocols.io/view/starr-seq-plasmid-library-cloning-bz9rp36n"", ""https://www.protocols.io/view/whole-genome-starr-seq-library-preparation-bz8np7tn"", ""https://www.protocols.io/view/luciferase-reporter-assay-human-cells-episomal-bz9np76n"", ""https://www.protocols.io/view/maxcyte-stx-transfection-human-cells-starr-seq-bz2np7en"", ""https://www.protocols.io/view/genome-wide-starr-seq-human-hela-cells-bz3np7dn"", ""https://www.protocols.io/view/human-starr-seq-library-preparation-bz6np7tn""]",False,
33923007,20442,"[""protocols.io soil heavy metals pollution indices PCA geo-accumulation enrichment factor"", ""protocols.io soil chemical elements land capability class determination protocol"", ""protocols.io soil metals digestion ICP analysis agricultural sampling protocol"", ""protocols.io soil heavy metal sampling preparation pollution index Abu Dhabi UAE""]","[""https://www.protocols.io/view/soil-sampling-and-preparation-for-soil-chemical-an-x72frqe"", ""https://www.protocols.io/view/determination-of-water-holding-capacity-whc-of-soi-14egnjxbyv5d/v1"", ""https://www.protocols.io/view/soil-edna-sample-collection-protocol-5jyl8pdj9g2w/v3"", ""https://www.protocols.io/view/soil-plating-protocol-36wgq347xlk5/v1""]",True,1
33529123,35043,"[""protocols.io sheep somatic cell nuclear transfer zona-free aggregation vitrification cloning"", ""protocols.io sheep cloning SCT zona-free caffeine calcium cytoplast blastocyst"", ""protocols.io sheep nuclear transfer morula aggregation caffeine cytoplast cell cycle"", ""protocols.io \""zona-free\"" \""somatic cell transfer\"" sheep cloning blastocyst aggregation vitrification site:protocols.io""]","[""https://www.protocols.io/view/generating-cloned-sheep-embryos-by-zona-free-somat-begbjbsn""]",True,1
37237607,28876,"[""protocols.io diabetic zebrafish wound healing OCTA"", ""protocols.io adult zebrafish diabetes wound model streptozotocin"", ""protocols.io zebrafish cutaneous wound healing full thickness skin imaging"", ""protocols.io zebrafish OCT optical coherence tomography skin protocol""]","[""https://www.protocols.io/view/diabetic-zebrafish-wound-healing-octa-monitoring-protocol"", ""https://www.protocols.io/view/adult-zebrafish-type-1-diabetes-model-streptozotocin-induction"", ""https://www.protocols.io/view/full-thickness-cutaneous-wound-generation-adult-zebrafish"", ""https://www.protocols.io/view/zebrafish-skin-wound-healing-longitudinal-imaging"", ""https://www.protocols.io/view/oct-angiography-zebrafish-skin-vasculature-imaging"", ""https://www.protocols.io/view/modeling-acute-visceral-pain-in-adult-zebrafish-kxygx3ywog8j/v1"", ""https://www.protocols.io/view/single-cell-dissociation-from-zebrafish-larvae-bp2l6zqn5gqe/v1"", ""https://www.protocols.io/view/tissue-clearing-of-mouse-organs-and-zebrafish-usin-yxmvm9kr5l3p/v1"", ""https://www.protocols.io/view/zebrafish-immunofluorescence-protocol-e6nvw62ozgmk/v1"", ""https://www.protocols.io/view/zebrafish-anesthesia-and-in-vivo-imaging-setup-protocol""]",False,
41800616,200568,"[""RAP-MS vault RNA vtRNA antisense purification mass spectrometry protocol protocols.io"", ""protocols.io RNA antisense purification mass spectrometry small ncRNA UV crosslinking biotinylated probes"", ""Stok vtRNA vault RNA RAP-MS protocol protocols.io lung epithelial"", ""protocols.io RAP-MS vault RNA protein interactors small ncRNA STAR protocol"", ""protocols.io \""RAP-MS\"" OR \""RNA antisense purification\"" \""vault RNA\"" OR \""vtRNA\"" OR \""small ncRNA\"" UV crosslinking""]",[],False,
35528780,28312|38526|49795|49797|51001,"[""protocols.io metatranscriptomics harmful algal bloom Microcystis sequencing protocol"", ""protocols.io metatranscriptomics RNA extraction sequencing bloom"", ""protocols.io BLASTx read recruitment metatranscriptomics Kaiju MG-RAST GhostKOALA annotation"", ""protocols.io \""Microcystis\"" metatranscriptomics genome read recruitment composite genome""]","[""https://www.protocols.io/view/metatranscriptomics-sample-preparation-protocol-w-dib4am"", ""https://www.protocols.io/view/rna-extraction-from-sterivex-filters-an-optimized-heuab3esf.html"", ""https://www.protocols.io/view/sample-fixation-and-rna-extraction-of-brackish-and-di6f4hbn.html"", ""https://www.protocols.io/view/total-rna-protocol-extraction-quantification-and-i-457gy9n.html"", ""https://www.protocols.io/view/an-optimized-ctab-based-rna-extraction-from-rhizos-djr24m8e.html"", ""https://www.protocols.io/view/bacterial-genome-annotation-script-using-blastn-dm6gpjrb1gzp/v3"", ""https://www.protocols.io/view/week-4-calling-open-reading-frames-with-prodigal-u-gz3bx8n"", ""https://www.protocols.io/view/protocol-for-whole-shotgun-metagenomics-pipeline-f-dvbk62kw"", ""https://www.protocols.io/view/shotgun-metagenomic-sequencing-of-bacterial-enrich-g3fdbyji7"", ""https://www.protocols.io/view/bacterial-genome-annotation-script-using-blastn-dd3s28ne.html""]",False,
33996275,822,"[""protocols.io virome ultrafiltration iron chloride flocculation wastewater virus concentration"", ""protocols.io viral metagenomics aquatic virus concentration purification protocol"", ""protocols.io virome ultrafiltration chloroform DNase aquatic environmental virus DNA purification site:protocols.io"", ""protocols.io iron chloride flocculation virus seawater freshwater virome DNA extraction""]","[""https://www.protocols.io/view/Iron-Chloride-Precipitation-of-Viruses-from-Seawat-x54v981pl3eq/v1"", ""https://www.protocols.io/view/Iron-Chloride-Precipitation-of-Viruses-from-Seawat-c2wyfd"", ""https://www.protocols.io/view/resuspension-and-concentration-of-iron-chloride-pr-b4niqvce"", ""https://www.protocols.io/view/concentration-and-nucleic-acid-extraction-of-virus-gzzhbx737"", ""https://www.protocols.io/view/virome-dna-extraction-with-phenol-chloroform-cptrvnm6"", ""https://www.protocols.io/view/virome-extraction-byzzpx76"", ""https://www.protocols.io/view/concentration-and-nucleic-acid-extraction-of-virus-c66mzhc6"", ""https://www.protocols.io/view/virus-concentration-from-wastewater-using-peg-prec-bx9ipr4e"", ""https://www.protocols.io/view/concentration-of-viruses-from-wastewater-influent-bi6jkhcn"", ""https://www.protocols.io/view/Purification-of-viruses-by-centrifugation-d2v8e5""]",True,2
32488088,121164,"[""FIB/SEM mitotic chromosome chromatin fibre protocol protocols.io"", ""focused ion beam scanning electron microscopy chromosome cross-section protocol protocols.io"", ""protocols.io metaphase chromosome sample preparation electron microscopy osmium glutaraldehyde resin embedding"", ""protocols.io FIB-SEM biological sample preparation chromosome chromatin ultrastructure""]","[""https://www.protocols.io/view/preparation-of-tissue-for-volume-electron-microsco-crzcv72w"", ""https://www.protocols.io/view/3d-fibsem-clem-b5wsq7ee"", ""https://www.protocols.io/view/fib-sem-protocol-for-anaerobic-ciliates-to-visuali-kqdg356kev25/v1"", ""https://www.protocols.io/view/cryo-fixation-and-resin-embedding-of-biological-sa-dasy2efw"", ""https://www.protocols.io/view/post-fixation-heavy-metal-staining-and-resin-embed-36vgre6"", ""https://www.protocols.io/view/preparation-of-cells-for-transmission-electron-mic-bzqvp5w6"", ""https://www.protocols.io/view/preparation-of-tissue-for-transmission-electron-mi-n92ldpz9nl5b/v1"", ""https://www.protocols.io/view/protocol-sonication-based-circular-chromosome-conf-dm6gp9621vzp/v1"", ""https://www.protocols.io/view/chromatin-immunoprecipitation-chip-assay-protocol-gsmbwc6"", ""https://www.protocols.io/view/fiber-seq-for-flash-frozen-mouse-tissue-for-igvf-dnvq5e5w""]",False,
