query,citing_pmid,citing_abstract,ground_truth_title,confirmed_protocol_ids,self_return_position,ground_truth_link,exact_match_position,top1_title,top1_sts_title_only,top1_sts_title_plus_desc,top1_sts_vs_source_paper,best_sts_title_only,best_sts_title_plus_desc,best_sts_vs_source_paper,best_sts_position,best_sts_title
Search for large serine recombinases with high efficiency for site-specific integration of large DNA payloads into human cells without double-strand breaks.,36217031,"Large serine recombinases (LSRs) are DNA integrases that facilitate the site-specific integration of mobile genetic elements into bacterial genomes. Only a few LSRs, such as Bxb1 and PhiC31, have been characterized to date, with limited efficiency as tools for DNA integration in human cells. In this study, we developed a computational approach to identify thousands of LSRs and their DNA attachment sites, expanding known LSR diversity by >100-fold and enabling the prediction of their insertion site specificities. We tested their recombination activity in human cells, classifying them as landing pad, genome-targeting or multi-targeting LSRs. Overall, we achieved up to seven-fold higher recombination than Bxb1 and genome integration efficiencies of 40–75% with cargo sizes over 7 kb. We also demonstrate virus-free, direct integration of plasmid or amplicon libraries for improved functional genomics applications. This systematic discovery of recombinases directly from microbial sequencing data provides a resource of over 60 LSRs experimentally characterized in human cells for large-payload genome insertion without exposed DNA double-stranded breaks. Screening recombinases identifies tools for inserting large sequences into the human genome.",Tn5 Library Prep for Deep Sequencing Loci of CRISPR/Cas9 Edited Cells. Single gene specific primer amplification (UDiTaS protocol with alterations),28026,1,https://www.protocols.io/view/tn5-library-prep-for-deep-sequencing-loci-of-crisp-7k2hkye,0,Efficient site-specific integration of large genes in mammalian cells via continuously evolved recombinases and prime editing.,0.4788,0.4305,0.5357,0.5113,0.5482,0.5197,3,Drag-and-drop genome insertion of large sequences without double-strand DNA cleavage using CRISPR-directed integrases.
Comparative genomics analysis of parasitic nematodes and flatworms to identify expanded gene families and potential drug targets across multiple worm species.,30397333,"Parasitic nematodes (roundworms) and platyhelminths (flatworms) cause debilitating chronic infections of humans and animals, decimate crop production and are a major impediment to socioeconomic development. Here we report a broad comparative study of 81 genomes of parasitic and non-parasitic worms. We have identified gene family births and hundreds of expanded gene families at key nodes in the phylogeny that are relevant to parasitism. Examples include gene families that modulate host immune responses, enable parasite migration though host tissues or allow the parasite to feed. We reveal extensive lineage-specific differences in core metabolism and protein families historically targeted for drug development. From an in silico screen, we have identified and prioritized new potential drug targets and compounds for testing. This comparative genomics resource provides a much-needed boost for the research community to understand and combat parasitic worms. Comparative study of 81 genomes of parasitic and non-parasitic worms identifies gene family births and expanded gene families at key nodes in the phylogeny that are relevant to parasitism and proteins historically targeted for drug development.",A MAKER pipeline for prediction of protein-coding genes in parasitic worm genomes,"122011,122015,122022,122026,122028,122029",1,https://www.protocols.io/view/a-maker-pipeline-for-prediction-of-protein-coding-d3ei8jce,3,"Finding set of ""core genes"" for Nematoda, Trematoda and Cestoda",0.3979,0.4755,0.4489,0.5589,0.5892,0.5817,6,Dipylidium caninum draft genome - a new resource for comparative genomic and genetic explorations of flatworms.
Epigenome-wide DNA methylation differences in white blood cells associated with intravenous drug use and hepatitis C coinfection in HIV-positive patients.,29269866,"Intravenous illicit drug use (IDU) and hepatitis C infection (HCV) commonly co-occur among HIV-infected individuals. These co-occurring conditions may produce interacting epigenetic effects in white blood cells that influence immune function and health outcomes. Here, we report an epigenome-wide association analysis comparing IDU+/ HCV+ and IDU−/HCV− in 386 HIV-infected individuals as a discovery sample and in 412 individuals as a replication sample. We observe 6 significant CpGs in the promoters of 4 genes, NLRC5, TRIM69, CX3CR1, and BCL9, in the discovery sample and in meta-analysis. We identify 19 differentially methylated regions on chromosome 6 harboring MHC gene clusters. Importantly, a panel of IDU+/HCV+-associated CpGs discriminated HIV frailty based upon a validated index with an area under the curve of 79.3% for high frailty and 82.3% for low frailty. These findings suggest that IDU and HCV involve epigenetic programming and that their associated methylation signatures discriminate HIV pathophysiologic frailty. Intravenous illicit drug use (IDU) and hepatitis C infection (HCV) often occur among HIV-infected individuals. Here, the authors report an epigenome-wide association analysis of IDU and HCV in HIV-infected individuals, finding that their associated methylation signatures inform HIV frailty.",DNA methylation signatures analysis with Illumina Infinitum MethylationEPIC and Infinium Human Methylation 450K BeadChip,121966,2,https://www.protocols.io/view/dna-methylation-signatures-analysis-with-illumina-d3cn8ive,1,DNA methylation signatures analysis with Illumina Infinitum MethylationEPIC and Infinium Human Methylation 450K BeadChip,1.0,1.0,0.442,1.0,1.0,0.442,1,DNA methylation signatures analysis with Illumina Infinitum MethylationEPIC and Infinium Human Methylation 450K BeadChip
"How do lymphatic endothelial cells form new vessels in adult pathological models like corneal assay and lymphangioma, examined by transmission electron microscopy?",21702933,"BackgroundAbnormal lymphatic vessel formation (lymphangiogenesis) is associated with different pathologies such as cancer, lymphedema, psoriasis and graft rejection. Lymphatic vasculature displays distinctive features than blood vasculature, and mechanisms underlying the formation of new lymphatic vessels during physiological and pathological processes are still poorly documented. Most studies on lymphatic vessel formation are focused on organism development rather than lymphangiogenic events occurring in adults. We have here studied lymphatic vessel formation in two in vivo models of pathological lymphangiogenesis (corneal assay and lymphangioma). These data have been confronted to those generated in the recently set up in vitro model of lymphatic ring assay. Ultrastructural analyses through Transmission Electron Microscopy (TEM) were performed to investigate tube morphogenesis, an important differentiating process observed during endothelial cell organization into capillary structures.ResultsIn both in vivo models (lymphangiogenic corneal assay and lymphangioma), migrating lymphatic endothelial cells extended long processes exploring the neighboring environment and organized into cord-like structures. Signs of intense extracellular matrix remodeling were observed extracellularly and inside cytoplasmic vacuoles. The formation of intercellular spaces between endothelial cells led to tube formation. Proliferating lymphatic endothelial cells were detected both at the tips of sprouting capillaries and inside extending sprouts. The different steps of lymphangiogenesis observed in vivo are fully recapitulated in vitro, in the lymphatic ring assay and include: (1) endothelial cell alignment in cord like structure, (2) intracellular vacuole formation and (3) matrix degradation.ConclusionsIn this study, we are providing evidence for lymphatic vessel formation through tunneling relying on extensive matrix remodeling, migration and alignment of sprouting endothelial cells into tubular structures. In addition, our data emphasize the suitability of the lymphatic ring assay to unravel mechanisms underlying lymphangiogenesis.",The lymphatic ring assay: a 3D-culture model of lymphangiogenesis,121131,3,https://www.protocols.io/view/the-lymphatic-ring-assay-a-3d-culture-model-of-lym-d2ij8ccn,0,Preparation of tissue for transmission electron microscopy ultrastructural analysis,0.196,0.1457,0.1498,0.5067,0.4625,0.474,4,Lymphatic endothelial cell line (CH3) from a recurrent retroperitoneal lymphangioma.
How does alanyl-tRNA synthetase maintain chiral selectivity against D-alanine and what role does DTD play in correcting D-amino acid mischarging during translation?,36951106,"Abstract Homochirality of the cellular proteome is attributed to the L-chiral bias of the translation apparatus. The chiral specificity of enzymes was elegantly explained using the ‘four-location’ model by Koshland two decades ago. In accordance with the model, it was envisaged and noted that some aminoacyl-tRNA synthetases (aaRS) that charge larger amino acids are porous to D-amino acids. However, a recent study showed that alanyl-tRNA synthetase (AlaRS) can mischarge D-alanine and that its editing domain, but not the universally present D-aminoacyl-tRNA deacylase (DTD), is responsible for correcting the chirality-based error. Here, using in vitro and in vivo data coupled with structural analysis, we show that AlaRS catalytic site is a strict D-chiral rejection system and therefore does not activate D-alanine. It obviates the need for AlaRS editing domain to be active against D-Ala-tRNAAla and we show that it is indeed the case as it only corrects L-serine and glycine mischarging. We further provide direct biochemical evidence showing activity of DTD on smaller D-aa-tRNAs that corroborates with the L-chiral rejection mode of action proposed earlier. Overall, while removing anomalies in the fundamental recognition mechanisms, the current study further substantiates how chiral fidelity is perpetuated during protein biosynthesis.",Preparation of materials for flexizyme reactions and genetic code reprogramming,121325,1,https://www.protocols.io/view/preparation-of-materials-for-flexizyme-reactions-a-d2qm8du6,0,Trans-editing by aminoacyl-tRNA synthetase-like editing domains.,0.2757,0.5136,0.6466,0.2757,0.5136,0.6466,2,Trans-editing by aminoacyl-tRNA synthetase-like editing domains.
Single-cell RNA sequencing protocol for anaerobic Bacteroidota gut bacteria using FACS sorting and MATQ-seq with ribosomal RNA depletion in Bacteroides thetaiotaomicron.,42391002,"Summary Single-cell RNA sequencing is increasingly applied to bacterial model species, but a dedicated technique for anaerobic microbiota members of the Bacteroidota phylum has been lacking. Here, working with Bacteroides thetaiotaomicron, we describe experimental steps for transcriptome stabilization, fluorescence-activated cell sorting (FACS) collection, and optimized lysis of single cells from this group of organisms. We detail procedures for reverse transcription of RNAs via the multiple annealing and dC-tailing-based quantitative single-cell RNA sequencing (MATQ-seq) protocol, sensitive Cas9-based depletion of ribosomal sequences, and cDNA library generation. For complete details on the use and execution of this protocol, please refer to Bornet et al.1",A MATQ-seq-Based Protocol for Single-Cell RNA-seq in Bacteria,258601,1,https://www.protocols.io/view/a-matq-seq-based-protocol-for-single-cell-rna-seq-h8shb9wb7,0,MATQ-seq protocol,0.5697,0.7393,0.527,0.5697,0.7393,0.527,2,MATQ-seq protocol
"Multiomics longitudinal profiling of serial biopsies from a metastatic breast cancer patient to track tumor evolution, immune microenvironment changes, and therapy resistance mechanisms over time.",35243422,"Summary Mechanisms of therapeutic resistance and vulnerability evolve in metastatic cancers as tumor cells and extrinsic microenvironmental influences change during treatment. To support the development of methods for identifying these mechanisms in individual people, here we present an omic and multidimensional spatial (OMS) atlas generated from four serial biopsies of an individual with metastatic breast cancer during 3.5 years of therapy. This resource links detailed, longitudinal clinical metadata that includes treatment times and doses, anatomic imaging, and blood-based response measurements to clinical and exploratory analyses, which includes comprehensive DNA, RNA, and protein profiles; images of multiplexed immunostaining; and 2- and 3-dimensional scanning electron micrographs. These data report aspects of heterogeneity and evolution of the cancer genome, signaling pathways, immune microenvironment, cellular composition and organization, and ultrastructure. We present illustrative examples of how integrative analyses of these data reveal potential mechanisms of response and resistance and suggest novel therapeutic vulnerabilities.",HTAN Multiplex IHC Image Cytometry V0.1,47595,0,https://www.protocols.io/view/htan-multiplex-ihc-image-cytometry-v0-1-bsqjndun,0,HTAPP_Dissociation of human metastatic breast cancer core needle biopsy to a single-cell suspension for single-cell RNA-seq,0.3316,0.4229,0.405,0.2498,0.5031,0.4807,8,Multiplexed Quantitative Proteomic Profiling of Cancer Cells and Tissues Using Isobaric Labeling-Based Tags
Review 3D in vitro human skin models as alternatives to animal testing for toxicology and risk assessment studies.,39359233,"Abstract In current toxicological research, 2D cell cultures and animal models are well- accepted and commonly employed methods. However, these approaches have many drawbacks and are distant from the actual environment in human. To embrace this, great efforts have been made to provide alternative methods for non-animal skin models in toxicology studies with the need for more mechanistically informative methods. This review focuses on the current state of knowledge regarding the in vitro 3D skin model methods, with different functional states that correspond to the sustainability in the field of toxicology testing. We discuss existing toxicology testing methods using in vitro 3D skin models which provide a better understanding of the testing requirements that are needed. The challenges and future landscape in using the in vitro 3D skin models in toxicology testing are also discussed. We are confident that the in vitro 3D skin models application may become an important tool in toxicology in the context of risk assessment.",Introduction to Cell Culture,237191,0,https://www.protocols.io/view/introduction-to-cell-culture-hjvfb4n3p,0,Skin Equivalent Models: Protocols for In Vitro Reconstruction for Dermal Toxicity Evaluation.,0.2813,0.3535,0.6576,0.6355,0.6396,0.4941,7,Primary Human Fibroblast Cell Culture
Does LT4-induced subclinical hyperthyroidism cause oxidative stress and redox imbalance in thyroidectomy patients receiving TSH suppression therapy?,30462808,"ABSTRACT Objective: Evaluate the relationship between exogenous subclinical hyperthyroidism and oxidative stress through the analysis of the redox profile of patients with subclinical hyperthyroidism exogenous (SCH) grade I (TSH = 0.1 to 0.4 IU/mL) and grade II (TSH < 0.1 IU/mL). Subjects and methods: We analyzed 46 patients with SCH due to the use of TSH suppressive therapy with LT4 after total thyroidectomy along with 6 control euthyroid individuals (3M and 3W). Patients were divided into two groups, G1 with TSH ≥ 0.1-0.4 IU/mL (n = 25; and 7M 14W) and G2 with TSH < 0.1 IU/mL (n = 25; and 4M 21W). Venous blood samples were collected to measure the levels of markers for oxidative damage (TBARS, FOX and protein carbonylation), muscle and liver damage (CK, AST, ALT, GGT) and antioxidants (GSH, GSSG and catalase). Results: Individuals in G2 showed a GSH/GSSG ratio ~ 30% greater than those in G1 (p = 0.004) and a catalase activity that was 4 times higher (p = 0.005). For lipid peroxidation, the levels measured in G2 were higher than both control and G1 (p = 0.05). No differences were observed for both protein carbonyl markers. G1 and G2 presented with greater indications of cell injury markers than the control group. Conclusion: TSH suppression therapy with LT4 that results in subclinical hyperthyroidism can cause a redox imbalance. The greater antioxidant capacity observed in the more suppressed group was not sufficient to avoid lipid peroxidation and cellular damage.",Thiobarbituric acid reactive substances (TBARS) Assay,24110,1,https://www.protocols.io/view/thiobarbituric-acid-reactive-substances-tbars-assa-3sngnde,0,UC Davis - Glutathione Peroxidase,0.1485,0.1917,0.3941,0.2326,0.2894,0.4143,10,"Determination of oxidative stress in 3-dimensional reconstructed human tissues grown at the air-liquid interface using Promega’s GSH/GSSG-Glo™ Assay kit, using single lysate preparations
"
Optimized protocol for isolating and maintaining quiescent hepatic stellate cells from mouse liver using Nycodenz gradient and serum-free culture conditions to study fibrosis activation in vitro.,33350435,"Abstract Liver fibrosis (LF) mortality rate is approximately 2 million per year. Irrespective of the etiology of LF, a key element in its development is the transition of hepatic stellate cells (HSCs) from a quiescent phenotype to a myofibroblast-like cell with the production of fibrotic proteins. It is necessary to define optimal isolation and culturing conditions for good HSCs yield and proper phenotype preservation for studying the activation of HSCs in vitro. In the present study, the optimal conditions of HSC isolation and culture were examined to maintain the HSC’s undifferentiated phenotype. HSCs were isolated from Balb/c mice liver using Nycodenz, 8, 9.6, and 11%. The efficiency of the isolation procedure was evaluated by cell counting and purity determination by flow cytometry. Quiescent HSCs were cultured in test media supplemented with different combinations of fetal bovine serum (FBS), glutamine (GLN), vitamin A (vitA), insulin, and glucose. The cells were assessed at days 3 and 7 of culture by evaluating the morphology, proliferation using cell counting kit-8, lipid storage using Oil Red O (ORO) staining, expression of a-smooth muscle actin, collagen I, and lecithin-retinol acyltransferase by qRT-PCR and immunocytochemistry (ICC). The results showed that Nycodenz, at 9.6%, yielded the best purity and quantity of HSCs. Maintenance of HSC undifferentiated phenotype was achieved optimizing culturing conditions (serum-free Dulbecco’s Modified Eagle’s Medium (DMEM) supplemented with glucose (100 mg/dl), GLN (0.5 mM), vitA (100 μM), and insulin (50 ng/ml)) with a certain degree of proliferation allowing their perpetuation in culture. In conclusion, we have defined optimal conditions for HSCs isolation and culture.",Isolation and Culture of Primary Murine Hepatic Stellate Cells,281914,0,https://www.protocols.io/view/isolation-and-culture-of-primary-murine-hepatic-st-ixi2cfkgf,2,High-yield and high-purity isolation of hepatic stellate cells from normal and fibrotic mouse livers.,0.8535,0.7598,0.8771,1.0,0.997,0.7942,2,Isolation and Culture of Primary Murine Hepatic Stellate Cells
Compare metabarcoding versus morphology-based taxonomy for assessing meiofaunal biodiversity in benthic invertebrate communities to identify method-dependent biases in diversity estimates.,30271992,"Accurate assessments of biodiversity are crucial to advising ecosystem-monitoring programs and understanding ecosystem function. Nevertheless, a standard operating procedure to assess biodiversity accurately and consistently has not been established. This is especially true for meiofauna, a diverse community (>20 phyla) of small benthic invertebrates that have fundamental ecological roles. Recent studies show that metabarcoding is a cost-effective and time-effective method to estimate meiofauna biodiversity, in contrast to morphological-based taxonomy. Here, we compare biodiversity assessments of a diverse meiofaunal community derived by applying multiple taxonomic methods based on comparative morphology, molecular phylogenetic analysis, DNA barcoding of individual specimens, and metabarcoding of environmental DNA. We show that biodiversity estimates are strongly biased across taxonomic methods and phyla. Such biases affect understanding of community structures and ecological interpretations. This study supports the urgency of improving aspects of environmental high-throughput sequencing and the value of taxonomists in correctly understanding biodiversity estimates. Francesca Leasi et al. report a comparison of approaches for estimating meiofauna diversity, including metabarcoding and other morphological-based taxonomy methods. They show bias in estimates based on methods and phyla, highlighting the need for a standard procedure for assessing biodiversity.",Isolation of marine meiofauna from sandy sediments: from decanting to DNA extraction.,121300,0,https://www.protocols.io/view/isolation-of-marine-meiofauna-from-sandy-sediments-d2pu8dnw,3,Sediment DNA metabarcoding and morphology provide complementary insight into macrofauna and meiobenthos response to environmental gradients in an Arctic glacial fjord.,0.5573,0.4509,0.4539,1.0,0.9849,0.4985,3,Isolation of marine meiofauna from sandy sediments: from decanting to DNA extraction.
Comparing proteomes of mouse macrophage cell lines like RAW264.7 and J774A.1 versus primary bone marrow-derived macrophages using mass spectrometry to find the best model for inflammation research.,39510801,"In this article, we characterised multiple murine macrophage cell models by proteomics and identified significant differences compared with bone marrow–derived macrophages. Immortalised cell lines that mimic their primary cell counterparts are fundamental to research, particularly when large cell numbers are required. Here, we report that immortalisation of bone marrow–derived macrophages (iBMDMs) using the J2 virus resulted in the loss of a protein of interest, MSR1, in WT cells by an unknown mechanism. This led us to perform an in-depth mass spectrometry–based proteomic characterisation of common murine macrophage cell lines (J774A.1, RAW264.7, and BMA3.1A7), in comparison with the iBMDMs, as well as primary BMDMs from both C57BL/6 and BALB/c mice. This analysis revealed striking differences in protein profiles associated with macrophage polarisation, phagocytosis, pathogen recognition, and interferon signalling. Among the cell lines, J774A.1 cells were the most similar to the gold standard primary BMDM model, whereas BMA3.1A7 cells were the least similar because of the reduction in abundance of several key proteins related closely to macrophage function. This comprehensive proteomic dataset offers valuable insights into the use and suitability of macrophage cell lines for cell signalling and inflammation research.",Growing Murine Bone Marrow-Derived Macrophages,"162311,206474",0,https://www.protocols.io/view/growing-murine-bone-marrow-derived-macrophages-gmvibu64f,3,A Guide to Mass Spectrometry-Based Quantitative Proteomics,0.0895,0.2534,0.6237,1.0,0.9235,0.6156,3,Growing Murine Bone Marrow-Derived Macrophages
"How do basement membrane gaps form during vulval invasion in C. elegans, and what role do integrins play in regulating basement membrane remodeling?",21572423,"Large gaps in basement membrane occur at sites of cell invasion and tissue remodelling in development and cancer. Though never followed directly in vivo, basement membrane dissolution or reduced synthesis have been postulated to create these gaps. Using landmark photobleaching and optical highlighting of laminin and type IV collagen, we find that a new mechanism, basement membrane sliding, underlies basement membrane gap enlargement during uterine–vulval attachment in Caenorhabditis elegans. Laser ablation and mutant analysis reveal that the invaginating vulval cells promote basement membrane movement. Further, an RNA interference and expression screen identifies the integrin INA-1/PAT-3 and VAB-19, homologue of the tumour suppressor Kank, as regulators of basement membrane opening. Both concentrate within vulval cells at the basement membrane gap boundary and halt expansion of the shifting basement membrane. Basement membrane sliding followed by targeted adhesion represents a new mechanism for creating precise basement membrane breaches that can be used by cells to break down compartment boundaries.",Optically Highlighting Basement Membrane Components in C. elegans,121336,1,https://www.protocols.io/view/optically-highlighting-basement-membrane-component-d2qy8dxw,6,Boundary cells restrict dystroglycan trafficking to control basement membrane sliding during tissue remodeling.,0.3581,0.4921,0.7409,1.0,0.9534,0.6655,6,Optically Highlighting Basement Membrane Components in C. elegans
How to optimize PCR conditions for amplifying a high GC-content EGFR promoter region to detect SNPs at positions -216G>T and -191C>A?,24218132,"Polymerase chain reaction (PCR) is an extremely sensitive method that often demands optimization, especially when difficult templates need to be amplified. The aim of the present study was to optimize the PCR conditions for amplification of the epidermal growth factor receptor (EGFR) promoter sequence featuring an extremely high guanine‐cytosine (GC) content in order to detect single nucleotide polymorphisms ‐216G>T and ‐191C>A.",Optimization of Polymerase Chain Reactions,239411,0,https://www.protocols.io/view/optimization-of-polymerase-chain-reactions-hm2tb48ep,4,High GC-content PCR,0.169,0.5655,0.4679,1.0,0.975,0.6362,4,Optimization of Polymerase Chain Reactions
Genome-wide STARR-seq screen to identify active enhancers in human cells while controlling for plasmid-based artifacts like interferon response and ORI promoter activity.,29256496,"The identification of transcriptional enhancers in the human genome is a prime goal in biology. Enhancers are typically predicted via chromatin marks, yet their function is primarily assessed with plasmid-based reporter assays. Here, we show that such assays are rendered unreliable by two previously reported phenomena relating to plasmid transfection into human cells: (i) the bacterial plasmid origin of replication (ORI) functions as a conflicting core promoter and (ii) a type I interferon (IFN-I) response is activated. These cause confounding false positives and negatives in luciferase assays and STARR-seq screens. We overcome both problems by employing the ORI as core promoter and by inhibiting two IFN-I-inducing kinases, enabling genome-wide STARR-seq screens in human cells. In HeLa-S3 cells, we uncover strong enhancers, IFN-I-induced enhancers, and enhancers endogenously silenced at the chromatin level. Our findings apply to all episomal enhancer activity assays in mammalian cells and are key to the characterization of human enhancers.",STARR-seq Library Preparation,"121971,121973,121974,121975",0,https://www.protocols.io/view/starr-seq-library-preparation-d3ct8iwn,4,"STARR-seq and UMI-STARR-seq: Assessing Enhancer Activities for Genome-Wide-, High-, and Low-Complexity Candidate Libraries.",0.5401,0.7548,0.5734,1.0,0.9976,0.4447,4,STARR-seq Library Preparation
Assessing heavy metal contamination and land capability classification of agricultural soils in Abu Dhabi using geochemical indices and multivariate statistics.,33923007,"The aim of this study was twofold. Firstly, we performed a land capability class determination of the agricultural soils from the Abu Dhabi Emirate, the United Arab Emirates, based on the concentrations of 17 chemical elements determined in the soil samples collected from 84 locations. Secondly, we assess the soil pollution with different metals, using several pollution indices. The results of Principal Component Analysis (PCA) shows that four principal components (PCs) are responsible for describing the total metals concentrations’ variance, the highest contribution on PC1 being that of Mn, and Cr, on PC2 that of Fe, on PC3 that of Cu, and on PC4 that of Al. After determining the optimal number of clusters, we classified the sites into three clusters, while the studied metals were grouped function on their concentrations. Then, we used five indices to assess the pollution level of the soil at the study sites and in the clusters. The geo—accumulation index (Igeo) indicates uncontamination/moderately contamination with Cu in cluster 1, uncontaminated/moderately contaminate soils with Cd, Cu, and Ni in cluster 2, and uncontaminated/moderately contaminated soil with Cu and moderately contaminated with Pb, Zn, and Ni in cluster 3. By comparison, the enrichment factors overestimate the pollution of the studied sites. The pollution load index (PLI) indicates a baseline level of pollution at 14 sites and the deterioration of the soil quality at four sites. The Nemerow pollution index provides similar results as PLI.",Soil Sampling and Preparation for Soil Chemical Analysis,20442,0,https://www.protocols.io/view/soil-sampling-and-preparation-for-soil-chemical-an-x72frqe,2,XRF Soil Sample Preparation,0.5818,0.5843,0.4297,1.0,1.0,0.5085,2,Soil Sampling and Preparation for Soil Chemical Analysis
"Optimized sheep somatic cell nuclear transfer protocol combining zona-free cloning, embryo aggregation, and caffeine-based cytoplast activation control to improve blastocyst development and offspring production efficiency.",33529123,"Zona-free somatic cell transfer (SCT) and embryo aggregation increase throughput and efficiency of cloned embryo and offspring production, respectively, but both approaches have not been widely adopted. Cloning efficiency is further improved by cell cycle coordination between the interphase donor cell and metaphase-arrested recipient cytoplast. This commonly involves inclusion of caffeine and omission of calcium to maintain high mitotic cyclin-dependent kinase activity and low calcium levels, respectively, in the nonactivated cytoplast. The aim of our study was to integrate these various methodological improvements into a single work stream that increases sheep cloning success. We show that omitting calcium during zona-free SCT improved blastocyst development from 6% to 13%, while caffeine treatment reduced spontaneous oocyte activation from 17% to 8%. In a retrospective analysis, morula aggregation produced high morphological quality blastocysts with better in vivo survival to term than nonaggregated controls (15% vs. 9%), particularly after vitrification (14% vs. 0%). By combining cytoplast cell cycle control with zona-free embryo reconstruction and aggregation, this novel SCT protocol maximizes the benefits of vitrification by producing more cryoresilient blastocysts. The presented cloning methodology is relatively easy to operate and further increases throughput and efficiency of cloned embryo and offspring production. Integration of additional reprogramming steps or alternate donor cells is straightforward, providing a flexible workflow that can be adapted to changing experimental requirements.",Generating cloned sheep embryos by zona-free somatic cell transfer,35043,2,https://www.protocols.io/view/generating-cloned-sheep-embryos-by-zona-free-somat-begbjbsn,1,Generating cloned sheep embryos by zona-free somatic cell transfer,1.0,0.9963,0.825,1.0,0.9963,0.825,1,Generating cloned sheep embryos by zona-free somatic cell transfer
Monitoring diabetic versus normal cutaneous wound healing in adult zebrafish using optical coherence tomography angiography to track vascular and tissue remodeling over time.,37237607,"A diabetic wound presents a severe risk of infections and other complications because of its slow healing. Evaluating the pathophysiology during wound healing is imperative for wound care, necessitating a proper diabetic wound model and assay for monitoring. The adult zebrafish is a rapid and robust model for studying human cutaneous wound healing because of its fecundity and high similarities to human wound repair. OCTA as an assay can provide three-dimensional (3D) imaging of the tissue structure and vasculature in the epidermis, enabling monitoring of the pathophysiologic alterations in the zebrafish skin wound. We present a longitudinal study for assessing the cutaneous wound healing of the diabetic adult zebrafish model using OCTA, which is of importance for the diabetes research using the alternative animal models. We used non-diabetic (n = 9) and type 1 diabetes mellitus (DM) adult zebrafish models (n = 9). The full-thickness wound was generated on the fish skin, and the wound healing was monitored with OCTA for 15 days. The OCTA results demonstrated significant differences between diabetic and non-diabetic wound healing, involving delayed tissue remodeling and impaired angiogenesis for the diabetic wound, leading to slow wound recovery. The adult zebrafish model and OCTA technique may benefit long-term metabolic disease studies using zebrafish for drug development.",Ablation of ß-cells in Tg(ins:NTR-mCherry) transgenic zebrafish using metronidazole,28876,1,https://www.protocols.io/view/ablation-of-cells-in-tg-ins-ntr-mcherry-transgenic-8fkhtkw,2,Ablation of ß-cells in Tg(ins:NTR-mCherry) transgenic zebrafish using metronidazole,1.0,0.9972,0.4772,1.0,0.9972,0.4772,2,Ablation of ß-cells in Tg(ins:NTR-mCherry) transgenic zebrafish using metronidazole
Pull down vault RNA binding proteins from human lung epithelial cells using antisense DNA probes and UV crosslinking followed by mass spectrometry to identify vtRNA interactors.,41800616,"Summary Vault RNAs (vtRNAs) are a family of four small non-coding RNAs (ncRNAs). Here, we present a protocol to identify protein interactors of vtRNA1-1, vtRNA1-2, and vtRNA1-3 in human lung epithelial cells through RNA antisense purification coupled to mass spectrometry (RAP-MS). We describe steps for using biotinylated vtRNA-specific antisense DNA probes to isolate vtRNA-protein complexes that are covalently crosslinked by treatment with ultraviolet (UV) light, followed by mass spectrometry-based analysis. This protocol can be adapted to other cells or small ncRNAs. For complete details on the use and execution of this protocol, please refer to Stok et al.1",RIP: RNA Immunoprecipitation,200568,0,https://www.protocols.io/view/rip-rna-immunoprecipitation-gf4ybtqxx,0,FLASH,-0.0331,0.4874,0.386,0.4262,0.5027,0.5212,2,"CRISPR-Assisted Detection of RNA-Protein Interactions in Living Cells
"
Comparing bioinformatics tools for metatranscriptomic analysis of Microcystis harmful algal blooms to determine which best captures gene expression and community composition.,35528780,"Harmful algal blooms are increasing in duration and severity globally, resulting in increased research interest. The use of genetic sequencing technologies has provided a wealth of opportunity to advance knowledge, but also poses a risk to that knowledge if handled incorrectly. The vast numbers of sequence processing tools and protocols provide a method to test nearly every hypothesis, but each method has inherent strengths and weaknesses. Here, we tested six methods to classify and quantify metatranscriptomic activity from a harmful algal bloom dominated by Microcystis spp. Three online tools were evaluated (Kaiju, MG‐RAST, and GhostKOALA) in addition to three local tools that included a command line BLASTx approach, recruitment of reads to individual Microcystis genomes, and recruitment to a combined Microcystis composite genome generated from sequenced isolates with complete, closed genomes. Based on the analysis of each tool presented in this study, two recommendations are made that are dependent on the hypothesis to be tested. For researchers only interested in the function and physiology of Microcystis spp., read recruitments to the composite genome, referred to as “Frankenstein's Microcystis,” provided high total estimates of transcript expression. However, for researchers interested in the entire bloom microbiome, the online GhostKOALA annotation tool, followed by subsequent read recruitments, provided functional and taxonomic characterization, in addition to transcript expression estimates. This study highlights the critical need for careful evaluation of methods before data analysis.",Creating a Frankenstein&#39;s Genome,"28312,38526,49795,49797,51001",1,https://www.protocols.io/view/creating-a-frankenstein-39-s-genome-bv2zn8f6,3,RNA extraction from Sterivex filters: An optimized protocol for metatranscriptomics in aquatic microbiomes,0.2114,0.3338,0.5551,0.3805,0.5036,0.5505,8,Metagenomics Bioinformatic Pipeline
