pmid,boolean_query,rank,result_pmid,result_title
36217031,"(""large serine recombinase"" OR ""serine integrase"" OR LSR OR Bxb1 OR PhiC31 OR ""site-specific recombinase"") AND (""genome integration"" OR ""site-specific integration"" OR ""DNA integration"" OR recombination) AND (""human cells"" OR ""human genome"" OR ""mammalian cells"") AND (""attachment site"" OR ""attB"" OR ""attP"" OR ""landing pad"" OR ""cargo"" OR ""large payload"" OR ""functional genomics"")",8,31344144,A system for site-specific integration of transgenes in mammalian cells.
36217031,"(""large serine recombinase"" OR ""serine integrase"" OR LSR OR Bxb1 OR PhiC31 OR ""site-specific recombinase"") AND (""genome integration"" OR ""site-specific integration"" OR ""DNA integration"" OR recombination) AND (""human cells"" OR ""human genome"" OR ""mammalian cells"") AND (""attachment site"" OR ""attB"" OR ""attP"" OR ""landing pad"" OR ""cargo"" OR ""large payload"" OR ""functional genomics"")",9,29512855,Site-specificity of serine integrase demonstrated by the attB sequence preference of ɸBT1 integrase.
36217031,"(""large serine recombinase"" OR ""serine integrase"" OR LSR OR Bxb1 OR PhiC31 OR ""site-specific recombinase"") AND (""genome integration"" OR ""site-specific integration"" OR ""DNA integration"" OR recombination) AND (""human cells"" OR ""human genome"" OR ""mammalian cells"") AND (""attachment site"" OR ""attB"" OR ""attP"" OR ""landing pad"" OR ""cargo"" OR ""large payload"" OR ""functional genomics"")",10,32339531,Nucleofection of phiC31 Integrase Protein Mediates Sequence-Specific Genomic Integration in Human Cells.
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",1,38964593,Evolutionary analysis of species-specific duplications in flatworm genomes.
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",2,14711085,"Nematoda: genes, genomes and the evolution of parasitism."
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",3,32677885,Cestode strobilation: prediction of developmental genes and pathways.
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",4,32960966,Genomic Signatures of Coevolution between Nonmodel Mammals and Parasitic Roundworms.
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",5,19606140,The Schistosoma japonicum genome reveals features of host-parasite interplay.
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",6,38017557,Chromosome-scale genome of the human blood fluke Schistosoma mekongi and its implications for public health.
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",7,24732282,Comparative genomics of flatworms (platyhelminthes) reveals shared genomic features of ecto- and endoparastic neodermata.
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",8,34549895,"Chromosome-scale assembly and whole-genome sequencing of 266 giant panda roundworms provide insights into their evolution, adaptation and potential drug targets."
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",9,31641125,The global diversity of Haemonchus contortus is shaped by human intervention and climate.
30397333,"(""parasitic nematode"" OR ""parasitic helminth"" OR ""parasitic worm"" OR ""platyhelminth"" OR ""flatworm"" OR ""roundworm"") AND (""comparative genomics"" OR ""comparative genome"" OR ""genome sequencing"" OR ""whole genome"") AND (""gene family"" OR ""gene families"" OR ""phylogenomics"" OR ""phylogeny"") AND (""drug target"" OR ""antiparasitic"" OR ""anthelmintic"" OR ""in silico"" OR ""host immune"" OR ""host-parasite"")",10,39800686,Adaptive evolution of stress response genes in parasites aligns with host niche diversity.
29269866,"(""epigenome-wide association"" OR ""EWAS"" OR ""DNA methylation"" OR ""CpG methylation"" OR ""differentially methylated"") AND (""intravenous drug use"" OR ""injection drug use"" OR ""illicit drug use"" OR ""IDU"") AND (""hepatitis C"" OR ""HCV"") AND (""HIV"" OR ""HIV-infected"" OR ""human immunodeficiency virus"") AND (""frailty"" OR ""immune function"" OR ""epigenetic"" OR ""methylation signature"")",1,29269866,DNA methylation signatures of illicit drug injection and hepatitis C are associated with HIV frailty.
29269866,"(""epigenome-wide association"" OR ""EWAS"" OR ""DNA methylation"" OR ""CpG methylation"" OR ""differentially methylated"") AND (""intravenous drug use"" OR ""injection drug use"" OR ""illicit drug use"" OR ""IDU"") AND (""hepatitis C"" OR ""HCV"") AND (""HIV"" OR ""HIV-infected"" OR ""human immunodeficiency virus"") AND (""frailty"" OR ""immune function"" OR ""epigenetic"" OR ""methylation signature"")",2,37191953,Co-occurrence of injection drug use and hepatitis C increases epigenetic age acceleration that contributes to all-cause mortality among people living with HIV.
21702933,"(""lymphangiogenesis"" OR ""lymphatic vessel formation"" OR ""lymphatic sprouting"") AND (""transmission electron microscopy"" OR ""TEM"" OR ""ultrastructural"") AND (""lymphatic endothelial cells"" OR ""lymphatic vasculature"") AND (""tube morphogenesis"" OR ""tubulogenesis"" OR ""lumen formation"" OR ""intracellular vacuole"" OR ""cord-like structure"") AND (""corneal assay"" OR ""lymphangioma"" OR ""lymphatic ring assay"" OR ""in vitro model"" OR ""in vivo model"") AND (""extracellular matrix remodeling"" OR ""matrix degradation"" OR ""sprouting"")",1,21702933,Digging deeper into lymphatic vessel formation in vitro and in vivo.
36951106,"(""aminoacyl-tRNA synthetase"" OR ""aaRS"" OR ""alanyl-tRNA synthetase"" OR ""AlaRS"") AND (""D-amino acid"" OR ""D-alanine"" OR ""chiral"" OR ""chirality"" OR ""homochirality"") AND (""D-aminoacyl-tRNA deacylase"" OR ""DTD"" OR ""editing domain"" OR ""proofreading"") AND (""tRNA"" OR ""aminoacylation"" OR ""mischarging"" OR ""protein biosynthesis"" OR ""translation"")",1,31591268,Chiral checkpoints during protein biosynthesis.
36951106,"(""aminoacyl-tRNA synthetase"" OR ""aaRS"" OR ""alanyl-tRNA synthetase"" OR ""AlaRS"") AND (""D-amino acid"" OR ""D-alanine"" OR ""chiral"" OR ""chirality"" OR ""homochirality"") AND (""D-aminoacyl-tRNA deacylase"" OR ""DTD"" OR ""editing domain"" OR ""proofreading"") AND (""tRNA"" OR ""aminoacylation"" OR ""mischarging"" OR ""protein biosynthesis"" OR ""translation"")",2,35662005,Chiral proofreading during protein biosynthesis and its evolutionary implications.
36951106,"(""aminoacyl-tRNA synthetase"" OR ""aaRS"" OR ""alanyl-tRNA synthetase"" OR ""AlaRS"") AND (""D-amino acid"" OR ""D-alanine"" OR ""chiral"" OR ""chirality"" OR ""homochirality"") AND (""D-aminoacyl-tRNA deacylase"" OR ""DTD"" OR ""editing domain"" OR ""proofreading"") AND (""tRNA"" OR ""aminoacylation"" OR ""mischarging"" OR ""protein biosynthesis"" OR ""translation"")",3,29410408,A chiral selectivity relaxed paralog of DTD for proofreading tRNA mischarging in Animalia.
36951106,"(""aminoacyl-tRNA synthetase"" OR ""aaRS"" OR ""alanyl-tRNA synthetase"" OR ""AlaRS"") AND (""D-amino acid"" OR ""D-alanine"" OR ""chiral"" OR ""chirality"" OR ""homochirality"") AND (""D-aminoacyl-tRNA deacylase"" OR ""DTD"" OR ""editing domain"" OR ""proofreading"") AND (""tRNA"" OR ""aminoacylation"" OR ""mischarging"" OR ""protein biosynthesis"" OR ""translation"")",4,27200345,Recent Updates on DTD (D-Tyr-tRNA(Tyr) Deacylase): An Enzyme Essential for Fidelity and Quality of Protein Synthesis.
36951106,"(""aminoacyl-tRNA synthetase"" OR ""aaRS"" OR ""alanyl-tRNA synthetase"" OR ""AlaRS"") AND (""D-amino acid"" OR ""D-alanine"" OR ""chiral"" OR ""chirality"" OR ""homochirality"") AND (""D-aminoacyl-tRNA deacylase"" OR ""DTD"" OR ""editing domain"" OR ""proofreading"") AND (""tRNA"" OR ""aminoacylation"" OR ""mischarging"" OR ""protein biosynthesis"" OR ""translation"")",5,31504788,Stereospecificity control in aminoacyl-tRNA-synthetases: new evidence of d-amino acids activation and editing.
36951106,"(""aminoacyl-tRNA synthetase"" OR ""aaRS"" OR ""alanyl-tRNA synthetase"" OR ""AlaRS"") AND (""D-amino acid"" OR ""D-alanine"" OR ""chiral"" OR ""chirality"" OR ""homochirality"") AND (""D-aminoacyl-tRNA deacylase"" OR ""DTD"" OR ""editing domain"" OR ""proofreading"") AND (""tRNA"" OR ""aminoacylation"" OR ""mischarging"" OR ""protein biosynthesis"" OR ""translation"")",6,28362257,Role of D-aminoacyl-tRNA deacylase beyond chiral proofreading as a cellular defense against glycine mischarging by AlaRS.
36951106,"(""aminoacyl-tRNA synthetase"" OR ""aaRS"" OR ""alanyl-tRNA synthetase"" OR ""AlaRS"") AND (""D-amino acid"" OR ""D-alanine"" OR ""chiral"" OR ""chirality"" OR ""homochirality"") AND (""D-aminoacyl-tRNA deacylase"" OR ""DTD"" OR ""editing domain"" OR ""proofreading"") AND (""tRNA"" OR ""aminoacylation"" OR ""mischarging"" OR ""protein biosynthesis"" OR ""translation"")",7,36951106,Design principles and functional basis of enantioselectivity of alanyl-tRNA synthetase and a chiral proofreader during protein biosynthesis.
42391002,"(""single-cell RNA sequencing"" OR ""scRNA-seq"" OR ""single cell transcriptomics"" OR ""MATQ-seq"") AND (""Bacteroides"" OR ""Bacteroidota"" OR ""Bacteroidetes"" OR ""anaerobic bacteria"" OR ""gut microbiota"" OR ""microbiome"") AND (""bacterial"" OR ""prokaryotic"" OR ""microbial"") AND (""FACS"" OR ""fluorescence-activated cell sorting"" OR ""cell sorting"" OR ""single cell isolation"") AND (""transcriptome"" OR ""gene expression"" OR ""RNA library"" OR ""cDNA library"" OR ""ribosomal depletion"" OR ""rRNA depletion"")",1,31736899,Single-Cell RNA Sequencing of Plant-Associated Bacterial Communities.
42391002,"(""single-cell RNA sequencing"" OR ""scRNA-seq"" OR ""single cell transcriptomics"" OR ""MATQ-seq"") AND (""Bacteroides"" OR ""Bacteroidota"" OR ""Bacteroidetes"" OR ""anaerobic bacteria"" OR ""gut microbiota"" OR ""microbiome"") AND (""bacterial"" OR ""prokaryotic"" OR ""microbial"") AND (""FACS"" OR ""fluorescence-activated cell sorting"" OR ""cell sorting"" OR ""single cell isolation"") AND (""transcriptome"" OR ""gene expression"" OR ""RNA library"" OR ""cDNA library"" OR ""ribosomal depletion"" OR ""rRNA depletion"")",2,42391002,Single-bacterium RNA-seq protocol to uncover heterogeneous expression of coding and noncoding genes in Bacteroides thetaiotaomicron.
42391002,"(""single-cell RNA sequencing"" OR ""scRNA-seq"" OR ""single cell transcriptomics"" OR ""MATQ-seq"") AND (""Bacteroides"" OR ""Bacteroidota"" OR ""Bacteroidetes"" OR ""anaerobic bacteria"" OR ""gut microbiota"" OR ""microbiome"") AND (""bacterial"" OR ""prokaryotic"" OR ""microbial"") AND (""FACS"" OR ""fluorescence-activated cell sorting"" OR ""cell sorting"" OR ""single cell isolation"") AND (""transcriptome"" OR ""gene expression"" OR ""RNA library"" OR ""cDNA library"" OR ""ribosomal depletion"" OR ""rRNA depletion"")",3,41082647,Maternal dietary fibre intake results in sex-specific single-cell molecular changes in the heart of the offspring.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",1,29371136,Reconstructed human epidermis models for irritant testing of medical devices.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",2,10367477,Applications of reconstructed skin models in pharmaco-toxicological trials.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",3,39304165,Let's shed light on photogenotoxicity.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",4,34443822,Safety Assessment of Polypyrrole Nanoparticles and Spray-Coated Textiles.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",5,28634944,Preparation of a Three-Dimensional Full Thickness Skin Equivalent.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",6,39359233,In vitro 3D skin culture and its sustainability in toxicology: a narrative review.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",7,36191774,Design of hydrogel-based scaffolds for in vitro three-dimensional human skin model reconstruction.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",8,37717566,Human Epidermal Keratinocytes in Culture: A Story of Multiple Recipes for a Single Cell Type.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",9,33136188,Human-Derived In Vitro Models Used for Skin Toxicity Testing Under REACh.
39359233,"(""3D skin model"" OR ""three-dimensional skin model"" OR ""reconstructed skin"" OR ""reconstructed human epidermis"" OR ""skin equivalent"" OR ""full-thickness skin model"" OR ""organotypic skin"") AND (""toxicology"" OR ""toxicity testing"" OR ""toxicological assessment"" OR ""risk assessment"" OR ""safety assessment"") AND (""in vitro"" OR ""alternative methods"" OR ""non-animal"" OR ""animal-free"") AND (""2D cell culture"" OR ""monolayer culture"" OR ""animal model"" OR ""epidermis"" OR ""dermis"" OR ""keratinocytes"" OR ""fibroblasts"" OR ""tissue engineering"")",10,39157429,"Characterization of Reconstructed Human Epidermis in a Chemically-Defined, Animal Origin-Free Cell Culture."
30462808,"(""subclinical hyperthyroidism"" OR ""TSH suppression"" OR ""levothyroxine therapy"") AND (""oxidative stress"" OR ""redox"" OR ""lipid peroxidation"" OR ""antioxidant"") AND (""thyroidectomy"" OR ""LT4"" OR ""TSH suppressive therapy"") AND (""glutathione"" OR ""GSH"" OR ""catalase"" OR ""TBARS"" OR ""protein carbonylation"" OR ""FOX"")",1,30462808,Evaluation of redox profiles in exogenous subclinical hyperthyroidism at two different levels of TSH suppression.
30462808,"(""subclinical hyperthyroidism"" OR ""TSH suppression"" OR ""levothyroxine therapy"") AND (""oxidative stress"" OR ""redox"" OR ""lipid peroxidation"" OR ""antioxidant"") AND (""thyroidectomy"" OR ""LT4"" OR ""TSH suppressive therapy"") AND (""glutathione"" OR ""GSH"" OR ""catalase"" OR ""TBARS"" OR ""protein carbonylation"" OR ""FOX"")",2,18399765,Exogenous subclinical hyperthyroidism impairs endothelial function in nodular goiter patients.
30462808,"(""subclinical hyperthyroidism"" OR ""TSH suppression"" OR ""levothyroxine therapy"") AND (""oxidative stress"" OR ""redox"" OR ""lipid peroxidation"" OR ""antioxidant"") AND (""thyroidectomy"" OR ""LT4"" OR ""TSH suppressive therapy"") AND (""glutathione"" OR ""GSH"" OR ""catalase"" OR ""TBARS"" OR ""protein carbonylation"" OR ""FOX"")",3,15473886,Association of serum paraoxonase activity with insulin sensitivity and oxidative stress in hyperthyroid and TSH-suppressed nodular goitre patients.
33350435,"(""hepatic stellate cells"" OR ""HSC"" OR ""hepatic stellate cell"") AND (""isolation"" OR ""isolation protocol"" OR ""isolation method"") AND (""culture"" OR ""culturing"" OR ""culture conditions"" OR ""in vitro"") AND (""quiescent"" OR ""activation"" OR ""myofibroblast"" OR ""undifferentiated phenotype"") AND (""Nycodenz"" OR ""density gradient"" OR ""flow cytometry"" OR ""purity"") AND (""liver fibrosis"" OR ""hepatic fibrosis"" OR ""fibrosis"") AND (""alpha-smooth muscle actin"" OR ""a-SMA"" OR ""collagen"" OR ""lipid droplets"" OR ""vitamin A"" OR ""retinol"" OR ""Oil Red O"" OR ""LRAT"" OR ""lecithin-retinol acyltransferase"") AND (""mouse"" OR ""mice"" OR ""murine"" OR ""Balb/c"")",1,37247057,Isolation of Hepatic Stellate Cells and Lymphocytes for Co-culture Systems.
33350435,"(""hepatic stellate cells"" OR ""HSC"" OR ""hepatic stellate cell"") AND (""isolation"" OR ""isolation protocol"" OR ""isolation method"") AND (""culture"" OR ""culturing"" OR ""culture conditions"" OR ""in vitro"") AND (""quiescent"" OR ""activation"" OR ""myofibroblast"" OR ""undifferentiated phenotype"") AND (""Nycodenz"" OR ""density gradient"" OR ""flow cytometry"" OR ""purity"") AND (""liver fibrosis"" OR ""hepatic fibrosis"" OR ""fibrosis"") AND (""alpha-smooth muscle actin"" OR ""a-SMA"" OR ""collagen"" OR ""lipid droplets"" OR ""vitamin A"" OR ""retinol"" OR ""Oil Red O"" OR ""LRAT"" OR ""lecithin-retinol acyltransferase"") AND (""mouse"" OR ""mice"" OR ""murine"" OR ""Balb/c"")",2,37247051,"Isolation, Purification, and Culture of Primary Murine Hepatic Stellate Cells: An Update."
33350435,"(""hepatic stellate cells"" OR ""HSC"" OR ""hepatic stellate cell"") AND (""isolation"" OR ""isolation protocol"" OR ""isolation method"") AND (""culture"" OR ""culturing"" OR ""culture conditions"" OR ""in vitro"") AND (""quiescent"" OR ""activation"" OR ""myofibroblast"" OR ""undifferentiated phenotype"") AND (""Nycodenz"" OR ""density gradient"" OR ""flow cytometry"" OR ""purity"") AND (""liver fibrosis"" OR ""hepatic fibrosis"" OR ""fibrosis"") AND (""alpha-smooth muscle actin"" OR ""a-SMA"" OR ""collagen"" OR ""lipid droplets"" OR ""vitamin A"" OR ""retinol"" OR ""Oil Red O"" OR ""LRAT"" OR ""lecithin-retinol acyltransferase"") AND (""mouse"" OR ""mice"" OR ""murine"" OR ""Balb/c"")",3,21610670,Seven steps to stellate cells.
33350435,"(""hepatic stellate cells"" OR ""HSC"" OR ""hepatic stellate cell"") AND (""isolation"" OR ""isolation protocol"" OR ""isolation method"") AND (""culture"" OR ""culturing"" OR ""culture conditions"" OR ""in vitro"") AND (""quiescent"" OR ""activation"" OR ""myofibroblast"" OR ""undifferentiated phenotype"") AND (""Nycodenz"" OR ""density gradient"" OR ""flow cytometry"" OR ""purity"") AND (""liver fibrosis"" OR ""hepatic fibrosis"" OR ""fibrosis"") AND (""alpha-smooth muscle actin"" OR ""a-SMA"" OR ""collagen"" OR ""lipid droplets"" OR ""vitamin A"" OR ""retinol"" OR ""Oil Red O"" OR ""LRAT"" OR ""lecithin-retinol acyltransferase"") AND (""mouse"" OR ""mice"" OR ""murine"" OR ""Balb/c"")",4,28836201,Isolation and Culture of Primary Murine Hepatic Stellate Cells.
33350435,"(""hepatic stellate cells"" OR ""HSC"" OR ""hepatic stellate cell"") AND (""isolation"" OR ""isolation protocol"" OR ""isolation method"") AND (""culture"" OR ""culturing"" OR ""culture conditions"" OR ""in vitro"") AND (""quiescent"" OR ""activation"" OR ""myofibroblast"" OR ""undifferentiated phenotype"") AND (""Nycodenz"" OR ""density gradient"" OR ""flow cytometry"" OR ""purity"") AND (""liver fibrosis"" OR ""hepatic fibrosis"" OR ""fibrosis"") AND (""alpha-smooth muscle actin"" OR ""a-SMA"" OR ""collagen"" OR ""lipid droplets"" OR ""vitamin A"" OR ""retinol"" OR ""Oil Red O"" OR ""LRAT"" OR ""lecithin-retinol acyltransferase"") AND (""mouse"" OR ""mice"" OR ""murine"" OR ""Balb/c"")",5,33350435,Optimization of the isolation procedure and culturing conditions for hepatic stellate cells obtained from mouse.
33350435,"(""hepatic stellate cells"" OR ""HSC"" OR ""hepatic stellate cell"") AND (""isolation"" OR ""isolation protocol"" OR ""isolation method"") AND (""culture"" OR ""culturing"" OR ""culture conditions"" OR ""in vitro"") AND (""quiescent"" OR ""activation"" OR ""myofibroblast"" OR ""undifferentiated phenotype"") AND (""Nycodenz"" OR ""density gradient"" OR ""flow cytometry"" OR ""purity"") AND (""liver fibrosis"" OR ""hepatic fibrosis"" OR ""fibrosis"") AND (""alpha-smooth muscle actin"" OR ""a-SMA"" OR ""collagen"" OR ""lipid droplets"" OR ""vitamin A"" OR ""retinol"" OR ""Oil Red O"" OR ""LRAT"" OR ""lecithin-retinol acyltransferase"") AND (""mouse"" OR ""mice"" OR ""murine"" OR ""Balb/c"")",6,26258009,Isolation and time lapse microscopy of highly pure hepatic stellate cells.
